heading,first,last,file,leg_title,notes,already_checked
Office Of Communications Bill [Hl],uk.org.publicwhip/lords/2001-10-15a.349.1,uk.org.publicwhip/lords/2001-10-15a.361.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-10-15a.xml,Office of Communications Act 2002,,1
Assisted Dying Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2021-10-22c.393.3,uk.org.publicwhip/lords/2021-10-22c.397.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-10-22c.xml,NA,,1
Prevention Of Driving Under The Influence Of Drugs Bill [Hl],uk.org.publicwhip/lords/2003-04-04a.1617.1,uk.org.publicwhip/lords/2003-04-04a.1629.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-04-04a.xml,NA,,1
European Parliamentary Elections Bill [H.l.],uk.org.publicwhip/lords/2000-06-15a.1761.2,uk.org.publicwhip/lords/2000-06-15a.1762.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-06-15a.xml,European Parliamentary Elections Act 2002 (repealed),,1
Television Licences (Disclosure Of Information) Bill,uk.org.publicwhip/lords/2000-06-15a.1829.1,uk.org.publicwhip/lords/2000-06-15a.1848.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-06-15a.xml,Television Licences (Disclosure of Information) Act 2000,,1
Wireless Telegraphy (Television Licence Fees) Bill [H.l.],uk.org.publicwhip/lords/2000-06-15a.1848.1,uk.org.publicwhip/lords/2000-06-15a.1848.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-06-15a.xml,NA,,1
Northern Ireland (Executive Formation Etc) Bill - Second Reading,uk.org.publicwhip/lords/2022-12-05b.19.2,uk.org.publicwhip/lords/2022-12-05b.55.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-12-05b.xml,Northern Ireland (Executive Formation) Act 2022,,1
Courts And Tribunals (Judiciary And Functions Of Staff) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2018-06-20a.2028.2,uk.org.publicwhip/lords/2018-06-20a.2055.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-06-20a.xml,Courts and Tribunals (Judiciary and Functions of Staff) Act 2018,,1
Forced Marriage (Civil Protection) Bill [Hl],uk.org.publicwhip/lords/2007-01-26b.1319.3,uk.org.publicwhip/lords/2007-01-26b.1367.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-01-26b.xml,Forced Marriage (Civil Protection) Act 2007,,1
Public Demonstrations (Repeals) Bill [Hl],uk.org.publicwhip/lords/2007-01-26b.1368.3,uk.org.publicwhip/lords/2007-01-26b.1393.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-01-26b.xml,NA,,1
Government Spending (Website) Bill [Hl],uk.org.publicwhip/lords/2007-01-26b.1393.2,uk.org.publicwhip/lords/2007-01-26b.1400.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-01-26b.xml,NA,,1
Second Reading,uk.org.publicwhip/lords/2009-02-11a.1128.3,uk.org.publicwhip/lords/2009-02-11a.1213.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2009-02-11a.xml,"Borders, Citizenship and Immigration Act 2009",NA,NA
Hsbc Investment Banking Bill [Hl],uk.org.publicwhip/lords/2002-02-13a.1098.1,uk.org.publicwhip/lords/2002-02-13a.1098.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-02-13a.xml,NA,,1
Milford Haven Port Authority Bill [Hl],uk.org.publicwhip/lords/2002-02-13a.1098.3,uk.org.publicwhip/lords/2002-02-13a.1098.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-02-13a.xml,NA,,1
Human Reproductive Cloning Bill [Hl],uk.org.publicwhip/lords/2001-11-26a.10.1,uk.org.publicwhip/lords/2001-11-26a.60.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-11-26a.xml,Human Reproductive Cloning Act 2001 (repealed),,1
Railways Bill,uk.org.publicwhip/lords/2005-02-10a.931.1,uk.org.publicwhip/lords/2005-02-10a.974.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-02-10a.xml,Railways Act 2005,,1
Anti-Slavery Day Bill — Second Reading,uk.org.publicwhip/lords/2010-03-05a.1721.3,uk.org.publicwhip/lords/2010-03-05a.1744.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-03-05a.xml,Anti-Slavery Day Act 2010,NA,NA
Prisons (Substance Testing) Bill - Second Reading,uk.org.publicwhip/lords/2021-04-16c.1545.5,uk.org.publicwhip/lords/2021-04-16c.1563.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-04-16c.xml,Prisons (Substance Testing) Act 2021,,1
Botulinum Toxin And Cosmetic Fillers (Children) Bill - Second Reading,uk.org.publicwhip/lords/2021-04-16c.1563.2,uk.org.publicwhip/lords/2021-04-16c.1581.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-04-16c.xml,Botulinum Toxin and Cosmetic Fillers (Children) Act 2021,,1
Animal Welfare (Sentencing) Bill - Second Reading,uk.org.publicwhip/lords/2021-04-16c.1582.1,uk.org.publicwhip/lords/2021-04-16c.1607.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-04-16c.xml,Animal Welfare (Sentencing) Act 2021,,1
Second Reading,uk.org.publicwhip/lords/2012-06-13a.1364.5,uk.org.publicwhip/lords/2012-06-13a.1410.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2012-06-13a.xml,Civil Aviation Act 2012,NA,NA
European Union (Withdrawal Agreement) Bill - Second Reading,uk.org.publicwhip/lords/2020-01-13b.452.7,uk.org.publicwhip/lords/2020-01-13b.555.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-01-13b.xml,European Union (Withdrawal Agreement) Act 2020,,1
Financial Guidance And Claims Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2017-07-05a.904.1,uk.org.publicwhip/lords/2017-07-05a.948.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-07-05a.xml,Financial Guidance and Claims Act 2018,,1
Schools Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2022-05-23a.666.8,uk.org.publicwhip/lords/2022-05-23a.710.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-05-23a.xml,NA,,1
Telecommunications (Security) Bill - Second Reading,uk.org.publicwhip/lords/2021-06-29a.706.6,uk.org.publicwhip/lords/2021-06-29a.751.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-06-29a.xml,Telecommunications (Security) Act 2021,,1
Consolidated Fund Bill,uk.org.publicwhip/lords/2006-12-18b.1829.1,uk.org.publicwhip/lords/2006-12-18b.1829.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-12-18b.xml,Consolidated Fund Act 2007 (repealed),,1
Assisted Dying For The Terminally Ill Bill [Hl],uk.org.publicwhip/lords/2004-03-10a.1316.1,uk.org.publicwhip/lords/2004-03-10a.1324.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-03-10a.xml,NA,,1
Employee Share Schemes Bill,uk.org.publicwhip/lords/2002-07-11a.877.1,uk.org.publicwhip/lords/2002-07-11a.882.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-07-11a.xml,Employee Share Schemes Act 2002 (repealed),,1
Second Reading,uk.org.publicwhip/lords/2016-02-26a.509.3,uk.org.publicwhip/lords/2016-02-26a.526.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-02-26a.xml,NHS (Charitable Trusts Etc) Act 2016,,1
Second Reading,uk.org.publicwhip/lords/2016-02-26a.526.3,uk.org.publicwhip/lords/2016-02-26a.538.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-02-26a.xml,Criminal Cases Review Commission (Information) Act 2016,,1
Second Reading,uk.org.publicwhip/lords/2016-02-26a.538.4,uk.org.publicwhip/lords/2016-02-26a.547.5,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-02-26a.xml,Riot Compensation Act 2016,,1
Second Reading,uk.org.publicwhip/lords/2016-02-26a.547.8,uk.org.publicwhip/lords/2016-02-26a.571.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-02-26a.xml,Access to Medical Treatments (Innovation) Act 2016,,1
Wild Mammals (Protection) (Amendment) (No. 2) Bill [Hl],uk.org.publicwhip/lords/2003-03-07a.1056.3,uk.org.publicwhip/lords/2003-03-07a.1082.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-03-07a.xml,NA,,1
Ministerial And Other Salaries (Amendment) Bill [Hl],uk.org.publicwhip/lords/2003-03-07a.1082.1,uk.org.publicwhip/lords/2003-03-07a.1098.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-03-07a.xml,NA,,1
National Lottery (Funding Of Endowments) Bill,uk.org.publicwhip/lords/2003-07-11a.588.1,uk.org.publicwhip/lords/2003-07-11a.600.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-07-11a.xml,National Lottery (Funding of Endowments) Act 2003,,1
Windrush Compensation Scheme (Expenditure) Bill - Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2020-04-21b.23.3,uk.org.publicwhip/lords/2020-04-21b.42.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-04-21b.xml,Windrush Compensation Scheme (Expenditure) Act 2020,,1
Second Reading,uk.org.publicwhip/lords/2009-01-27a.188.7,uk.org.publicwhip/lords/2009-01-27a.198.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2009-01-27a.xml,Geneva Conventions and United Nations Personnel (Protocols) Act 2009,NA,NA
Wild Animals In Circuses (No. 2) Bill - Second Reading,uk.org.publicwhip/lords/2019-06-19a.786.3,uk.org.publicwhip/lords/2019-06-19a.809.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-06-19a.xml,Wild Animals in Circuses Act 2019,,1
Constitution For Europe (Referendum) Bill [Hl],uk.org.publicwhip/lords/2004-09-10a.815.1,uk.org.publicwhip/lords/2004-09-10a.856.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-09-10a.xml,NA,,1
Organ Donation (Deemed Consent) Bill - Second Reading,uk.org.publicwhip/lords/2018-11-23a.409.4,uk.org.publicwhip/lords/2018-11-23a.449.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-11-23a.xml,Organ Donation (Deemed Consent) Act 2019,,1
Homes (Fitness For Human Habitation) Bill - Second Reading,uk.org.publicwhip/lords/2018-11-23a.449.1,uk.org.publicwhip/lords/2018-11-23a.472.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-11-23a.xml,Homes (Fitness for Human Habitation) Act 2018,,1
Human Rights Act 1998 (Making Of Remedial Orders) Amendment Bill [Hl],uk.org.publicwhip/lords/2004-03-15a.45.3,uk.org.publicwhip/lords/2004-03-15a.49.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-03-15a.xml,NA,,1
"Asylum And Immigration (Treatment Of Claimants, Etc.) Bill",uk.org.publicwhip/lords/2004-03-15a.49.4,uk.org.publicwhip/lords/2004-03-15a.124.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-03-15a.xml,"Asylum and Immigration (Treatment of Claimants, etc.) Act 2004",,1
Infrastructure Bill [Hl] — Second Reading,uk.org.publicwhip/lords/2014-06-18a.837.9,uk.org.publicwhip/lords/2014-06-18a.900.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-06-18a.xml,Infrastructure Act 2015,NA,NA
Channel Tunnel Rail Link (Supplementary Provisions) Bill,uk.org.publicwhip/lords/2008-02-19a.136.3,uk.org.publicwhip/lords/2008-02-19a.150.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-02-19a.xml,Channel Tunnel Rail Link (Supplementary Provisions) Act 2008,,1
Sale Of Student Loans Bill,uk.org.publicwhip/lords/2008-02-19a.150.1,uk.org.publicwhip/lords/2008-02-19a.163.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-02-19a.xml,Sale of Student Loans Act 2008,,1
Health Promotion Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2022-12-02a.1983.2,uk.org.publicwhip/lords/2022-12-02a.2007.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-12-02a.xml,NA,,1
School (Reform Of Pupil Selection) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2022-12-02a.2007.1,uk.org.publicwhip/lords/2022-12-02a.2027.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-12-02a.xml,NA,,1
Protection For Whistleblowing Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2022-12-02a.2027.1,uk.org.publicwhip/lords/2022-12-02a.2045.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-12-02a.xml,NA,,1
Railways And Transport Safety Bill,uk.org.publicwhip/lords/2003-05-01a.799.1,uk.org.publicwhip/lords/2003-05-01a.831.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-05-01a.xml,Railways and Transport Safety Act 2003,,1
Industrial Development (Financial Assistance) Bill,uk.org.publicwhip/lords/2003-05-01a.831.1,uk.org.publicwhip/lords/2003-05-01a.841.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-05-01a.xml,Industrial Development (Financial Assistance) Act 2003 (repealed),,1
Extradition Bill,uk.org.publicwhip/lords/2003-05-01a.858.1,uk.org.publicwhip/lords/2003-05-01a.918.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-05-01a.xml,Extradition Act 2003,,1
Travel Concessions (Eligibility) Bill [H.l.],uk.org.publicwhip/lords/2001-07-09a.935.2,uk.org.publicwhip/lords/2001-07-09a.953.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-07-09a.xml,Travel Concessions (Eligibility) Act 2002,,1
City Of London (Various Powers) Bill [Hl] — Second Reading,uk.org.publicwhip/lords/2011-04-28a.313.1,uk.org.publicwhip/lords/2011-04-28a.325.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2011-04-28a.xml,NA,NA,NA
Second Reading,uk.org.publicwhip/lords/2012-07-24a.616.3,uk.org.publicwhip/lords/2012-07-24a.680.6,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2012-07-24a.xml,Electoral Registration and Administration Act 2013,NA,NA
Childcare Bill,uk.org.publicwhip/lords/2006-03-21b.152.1,uk.org.publicwhip/lords/2006-03-21b.197.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-03-21b.xml,Childcare Act 2006,,1
Trade (Disclosure Of Information) Bill - Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2020-12-17a.1738.5,uk.org.publicwhip/lords/2020-12-17a.1748.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-12-17a.xml,Trade (Disclosure of Information) Act 2020,,1
House Of Lords (Members' Taxation Status) Bill [Hl],uk.org.publicwhip/lords/2008-03-14a.1708.2,uk.org.publicwhip/lords/2008-03-14a.1721.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-03-14a.xml,NA,,1
High Speed Rail (Preparation) Bill — Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2013-11-19a.906.1,uk.org.publicwhip/lords/2013-11-19a.950.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2013-11-19a.xml,High Speed Rail (Preparation) Act 2013,NA,NA
Northern Ireland (St Andrews Agreement) Bill,uk.org.publicwhip/lords/2006-11-22c.345.1,uk.org.publicwhip/lords/2006-11-22c.369.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-11-22c.xml,Northern Ireland (St Andrews Agreement) Act 2006,,1
Second Reading And Remaining Stages,uk.org.publicwhip/lords/2012-12-18a.1527.3,uk.org.publicwhip/lords/2012-12-18a.1542.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2012-12-18a.xml,Small Charitable Donations Act 2012,NA,NA
Second Reading,uk.org.publicwhip/lords/2015-10-12a.12.8,uk.org.publicwhip/lords/2015-10-12a.32.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-10-12a.xml,Enterprise Act 2016,,1
Borough Freedom (Family Succession) Bill [Hl],uk.org.publicwhip/lords/2004-12-07a.812.5,uk.org.publicwhip/lords/2004-12-07a.818.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-12-07a.xml,NA,,1
"Domestic Violence, Crime And Victims Bill [Hl]",uk.org.publicwhip/lords/2003-12-15a.949.7,uk.org.publicwhip/lords/2003-12-15a.960.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-12-15a.xml,"Domestic Violence, Crime and Victims Act 2004",,1
Social Security (Additional Payments) (No. 2) Bill - Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2023-03-20c.1612.5,uk.org.publicwhip/lords/2023-03-20c.1625.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-03-20c.xml,Social Security (Additional Payments) Act 2023,,1
European Union (Approvals) Bill [Hl] — Second Reading,uk.org.publicwhip/lords/2013-07-30a.1652.2,uk.org.publicwhip/lords/2013-07-30a.1661.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2013-07-30a.xml,European Union (Approvals) Act 2013 (repealed),,1
Second Reading,uk.org.publicwhip/lords/2010-03-30a.1329.3,uk.org.publicwhip/lords/2010-03-30a.1336.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-03-30a.xml,Mortgage Repossessions (Protection of Tenants etc) Act 2010,NA,NA
Sunbeds (Regulation) Bill — Second Reading,uk.org.publicwhip/lords/2010-03-30a.1336.3,uk.org.publicwhip/lords/2010-03-30a.1347.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-03-30a.xml,Sunbeds (Regulation) Act 2010,NA,NA
Finance Bill - Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2020-07-17a.1853.7,uk.org.publicwhip/lords/2020-07-17a.1916.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-07-17a.xml,Finance Act 2020,,1
Learning And Skills Bill [H.l.],uk.org.publicwhip/lords/2000-01-17a.877.1,uk.org.publicwhip/lords/2000-01-17a.948.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-01-17a.xml,Learning and Skills Act 2000,,1
Parliamentary Commissioner (Amendment) Bill [H.l.],uk.org.publicwhip/lords/2000-01-17a.948.2,uk.org.publicwhip/lords/2000-01-17a.967.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-01-17a.xml,NA,,1
Mental Health Units (Use Of Force) Bill - Second Reading,uk.org.publicwhip/lords/2018-09-07b.2072.4,uk.org.publicwhip/lords/2018-09-07b.2089.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-09-07b.xml,Mental Health Units (Use of Force) Act 2018,,1
Civil Contingencies Bill,uk.org.publicwhip/lords/2004-07-05a.604.0,uk.org.publicwhip/lords/2004-07-05a.654.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-07-05a.xml,Civil Contingencies Act 2004,,1
Consolidated Fund (Appropriation) Bill,uk.org.publicwhip/lords/2000-07-19a.1016.1,uk.org.publicwhip/lords/2000-07-19a.1016.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-07-19a.xml,Consolidated Fund (Appropriation) Act 2000or the Appropriation Act 2000[f] (repealed),,1
Fur Farming (Prohibition) Bill,uk.org.publicwhip/lords/2000-07-19a.1130.1,uk.org.publicwhip/lords/2000-07-19a.1156.5,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-07-19a.xml,Fur Farming (Prohibition) Act 2000,,1
Deafblind Persons Bill [H.l.],uk.org.publicwhip/lords/2000-02-23a.299.1,uk.org.publicwhip/lords/2000-02-23a.314.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-02-23a.xml,NA,,1
Countryside And Rights Of Way Bill,uk.org.publicwhip/lords/2000-06-26a.633.1,uk.org.publicwhip/lords/2000-06-26a.756.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-06-26a.xml,Countryside and Rights of Way Act 2000,,1
