heading,first,last,file,leg_title
Consumer Credit Bill,uk.org.publicwhip/lords/2006-03-21b.151.7,uk.org.publicwhip/lords/2006-03-21b.152.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-03-21b.xml,Consumer Credit Act 2006
Contaminated Blood (Support For Infected And Bereaved Persons) Bill [Hl],uk.org.publicwhip/lords/2010-01-21a.1182.0,uk.org.publicwhip/lords/2010-01-21a.1183.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-01-21a.xml,NA
Control Of Horses Bill,uk.org.publicwhip/lords/2015-03-18a.1068.3,uk.org.publicwhip/lords/2015-03-18a.1068.5,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-03-18a.xml,Control of Horses Act 2015
Copyright (Visually Impaired Persons) Bill,uk.org.publicwhip/lords/2002-10-11a.551.2,uk.org.publicwhip/lords/2002-10-11a.552.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-10-11a.xml,Copyright (Visually Impaired Persons) Act 2002 (repealed)
Coronavirus Bill - Third Reading,uk.org.publicwhip/lords/2020-03-25a.1793.1,uk.org.publicwhip/lords/2020-03-25a.1794.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-03-25a.xml,Coronavirus Act 2020
Coroners (Determination Of Suicide) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2022-03-25c.1254.2,uk.org.publicwhip/lords/2022-03-25c.1255.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-25c.xml,NA
Coroners (Determination Of Suicide) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2023-06-16b.2208.4,uk.org.publicwhip/lords/2023-06-16b.2211.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-06-16b.xml,NA
Corporate Insolvency And Governance Bill - Third Reading,uk.org.publicwhip/lords/2020-06-23b.224.2,uk.org.publicwhip/lords/2020-06-23b.226.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-06-23b.xml,Corporate Insolvency and Governance Act 2020
Corporate Manslaughter And Corporate Homicide Bill,uk.org.publicwhip/lords/2007-02-28b.1591.92,uk.org.publicwhip/lords/2007-02-28b.1591.96,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-02-28b.xml,Corporate Manslaughter and Corporate Homicide Act 2007
Council Tax (New Valuation Lists For England) Bill,uk.org.publicwhip/lords/2006-03-08c.761.0,uk.org.publicwhip/lords/2006-03-08c.761.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-03-08c.xml,Council Tax (New Valuation Lists for England) Act 2006
Counsellors Of State Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2022-11-23b.1435.5,uk.org.publicwhip/lords/2022-11-23b.1436.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-11-23b.xml,Counsellors of State Act 2022
Counter-Terrorism And Border Security Bill - Third Reading,uk.org.publicwhip/lords/2019-01-15b.143.3,uk.org.publicwhip/lords/2019-01-15b.146.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-01-15b.xml,Counter-Terrorism and Border Security Act 2019
Counter-Terrorism And Sentencing Bill - Third Reading,uk.org.publicwhip/lords/2021-03-11b.1818.6,uk.org.publicwhip/lords/2021-03-11b.1822.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-03-11b.xml,Counter-Terrorism and Sentencing Act 2021
Countryside And Rights Of Way Bill,uk.org.publicwhip/lords/2000-11-23a.1062.0,uk.org.publicwhip/lords/2000-11-23a.1066.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-11-23a.xml,Countryside and Rights of Way Act 2000
Countryside And Rights Of Way Bill,uk.org.publicwhip/lords/2000-11-23a.967.1,uk.org.publicwhip/lords/2000-11-23a.1066.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-11-23a.xml,Countryside and Rights of Way Act 2000
Courts And Tribunals (Judiciary And Functions Of Staff) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2018-11-13b.1788.1,uk.org.publicwhip/lords/2018-11-13b.1788.6,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-11-13b.xml,Courts and Tribunals (Judiciary and Functions of Staff) Act 2018
Courts Bill [Hl],uk.org.publicwhip/lords/2003-05-19a.548.0,uk.org.publicwhip/lords/2003-05-19a.549.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-05-19a.xml,Courts Act 2003
Covert Human Intelligence Sources (Criminal Conduct) Bill - Third Reading,uk.org.publicwhip/lords/2021-01-21a.1294.1,uk.org.publicwhip/lords/2021-01-21a.1294.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-01-21a.xml,Covert Human Intelligence Sources (Criminal Conduct) Act 2021
Crime (International Co-Operation) Bill [Hl],uk.org.publicwhip/lords/2003-03-17a.64.4,uk.org.publicwhip/lords/2003-03-17a.65.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-03-17a.xml,Crime (International Co-operation) Act 2003
Crime (Overseas Production Orders) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2018-11-20a.142.1,uk.org.publicwhip/lords/2018-11-20a.142.5,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-11-20a.xml,Crime (Overseas Production Orders) Act 2019
Crime And Courts Bill [Hl],uk.org.publicwhip/lords/2012-12-18a.1526.0,uk.org.publicwhip/lords/2012-12-18a.1527.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2012-12-18a.xml,Crime and Courts Act 2013
Criminal Evidence (Witness Anonymity) Bill,uk.org.publicwhip/lords/2008-07-15a.1157.6,uk.org.publicwhip/lords/2008-07-15a.1158.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-07-15a.xml,Criminal Evidence (Witness Anonymity) Act 2008
Criminal Justice And Court Services Bill,uk.org.publicwhip/lords/2000-11-08a.1558.0,uk.org.publicwhip/lords/2000-11-08a.1559.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-11-08a.xml,Criminal Justice and Courts Services Act 2000
Criminal Justice And Courts Bill,uk.org.publicwhip/lords/2014-11-10a.21.0,uk.org.publicwhip/lords/2014-11-10a.27.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-11-10a.xml,Criminal Justice and Courts Act 2015
Criminal Justice And Police Bill,uk.org.publicwhip/lords/2001-05-09a.1051.2,uk.org.publicwhip/lords/2001-05-09a.1052.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-05-09a.xml,Criminal Justice and Police Act 2001
Criminal Justice Bill,uk.org.publicwhip/lords/2003-11-17a.1828.0,uk.org.publicwhip/lords/2003-11-17a.1829.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-11-17a.xml,Criminal Justice Act 2003
Critical Benchmarks (References And Administrators’ Liability) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2021-11-02a.1120.2,uk.org.publicwhip/lords/2021-11-02a.1121.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-11-02a.xml,Critical Benchmarks (References and Administrators' Liability) Act 2021
Crossrail Bill,uk.org.publicwhip/lords/2008-07-22a.1653.3,uk.org.publicwhip/lords/2008-07-22a.1655.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-07-22a.xml,Crossrail Act 2008
Cultural Objects (Protection From Seizure) Bill - Third Reading,uk.org.publicwhip/lords/2022-04-25a.20.2,uk.org.publicwhip/lords/2022-04-25a.22.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-04-25a.xml,Cultural Objects (Protection from Seizure) Act 2022
Data Protection Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2018-01-17a.665.5,uk.org.publicwhip/lords/2018-01-17a.668.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-01-17a.xml,Data Protection Act 2018
Dealing In Cultural Objects (Offences) Bill,uk.org.publicwhip/lords/2003-10-10a.545.5,uk.org.publicwhip/lords/2003-10-10a.547.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-10-10a.xml,Dealing in Cultural Objects (Offences) Act 2003
Defence Reform Bill,uk.org.publicwhip/lords/2014-04-02a.967.0,uk.org.publicwhip/lords/2014-04-02a.968.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-04-02a.xml,Defence Reform Act 2014
Deregulation Bill,uk.org.publicwhip/lords/2015-03-04a.298.0,uk.org.publicwhip/lords/2015-03-04a.308.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-03-04a.xml,Deregulation Act 2015
Digital Economy Bill - Third Reading,uk.org.publicwhip/lords/2017-04-05b.1097.7,uk.org.publicwhip/lords/2017-04-05b.1101.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-04-05b.xml,Digital Economy Act 2017
Disability Discrimination Bill [Hl],uk.org.publicwhip/lords/2005-02-28b.86.7,uk.org.publicwhip/lords/2005-02-28b.86.8,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-02-28b.xml,Disability Discrimination Act 2005
Disabled Persons (Independent Living) Bill [Hl],uk.org.publicwhip/lords/2008-02-25a.438.4,uk.org.publicwhip/lords/2008-02-25a.440.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-02-25a.xml,NA
Disqualifications Bill,uk.org.publicwhip/lords/2000-11-28a.1256.2,uk.org.publicwhip/lords/2000-11-28a.1259.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-11-28a.xml,Disqualifications Act 2000
Dissolution And Calling Of Parliament Bill - Third Reading,uk.org.publicwhip/lords/2022-02-24b.348.1,uk.org.publicwhip/lords/2022-02-24b.349.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-02-24b.xml,Dissolution and Calling of Parliament Act 2022
Divorce (Religious Marriages) Bill [H.l.],uk.org.publicwhip/lords/2000-07-14a.508.1,uk.org.publicwhip/lords/2000-07-14a.509.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-07-14a.xml,Divorce (Religious Marriages) Act 2002
Dog Control Bill [Hl],uk.org.publicwhip/lords/2011-10-26a.756.10,uk.org.publicwhip/lords/2011-10-26a.757.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2011-10-26a.xml,NA
Domestic Abuse Bill - Third Reading,uk.org.publicwhip/lords/2021-03-24a.849.2,uk.org.publicwhip/lords/2021-03-24a.856.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-03-24a.xml,Domestic Abuse Act 2021
"Domestic Violence, Crime And Victims Bill [Hl]",uk.org.publicwhip/lords/2004-03-25a.846.4,uk.org.publicwhip/lords/2004-03-25a.846.5,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-03-25a.xml,"Domestic Violence, Crime and Victims Act 2004"
Dormant Assets Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2021-11-23b.740.2,uk.org.publicwhip/lords/2021-11-23b.742.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-11-23b.xml,Dormant Assets Act 2022
Down Syndrome Bill - Third Reading,uk.org.publicwhip/lords/2022-04-01a.1788.2,uk.org.publicwhip/lords/2022-04-01a.1791.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-04-01a.xml,Down Syndrome Act 2022
Drugs Bill,uk.org.publicwhip/lords/2005-04-06b.821.0,uk.org.publicwhip/lords/2005-04-06b.822.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-04-06b.xml,Drugs Act 2005
Early Parliamentary General Election Bill - Committee (And Remaining Stages),uk.org.publicwhip/lords/2019-10-30a.996.1,uk.org.publicwhip/lords/2019-10-30a.996.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-10-30a.xml,Early Parliamentary General Election Act 2019 (repealed)
Ecology Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2023-04-21a.902.6,uk.org.publicwhip/lords/2023-04-21a.904.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-04-21a.xml,NA
Economic Crime (Transparency And Enforcement) Bill - Third Reading,uk.org.publicwhip/lords/2022-03-14a.152.5,uk.org.publicwhip/lords/2022-03-14a.156.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-14a.xml,Economic Crime (Transparency and Enforcement) Act 2022
Education (Assemblies) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2021-12-08a.1904.6,uk.org.publicwhip/lords/2021-12-08a.1905.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-12-08a.xml,NA
Education (Careers Guidance In Schools) Bill - Third Reading,uk.org.publicwhip/lords/2022-03-25c.1197.2,uk.org.publicwhip/lords/2022-03-25c.1198.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-25c.xml,Education (Careers Guidance in Schools) Act 2022
Education (Environment And Sustainable Citizenship) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2022-03-04b.1060.3,uk.org.publicwhip/lords/2022-03-04b.1062.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-04b.xml,NA
Education (Guidance About Costs Of School Uniforms) Bill - Third Reading,uk.org.publicwhip/lords/2021-04-28b.2249.2,uk.org.publicwhip/lords/2021-04-28b.2249.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-04-28b.xml,Education (Guidance about Costs of School Uniforms) Act 2021
Education And Adoption Bill,uk.org.publicwhip/lords/2016-02-08a.1998.0,uk.org.publicwhip/lords/2016-02-08a.2001.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-02-08a.xml,Education and Adoption Act 2016
Education And Inspections Bill,uk.org.publicwhip/lords/2006-10-30c.1.330,uk.org.publicwhip/lords/2006-10-30c.1.331,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-10-30c.xml,Education and Inspections Act 2006
Education And Skills Bill,uk.org.publicwhip/lords/2008-11-11a.576.1,uk.org.publicwhip/lords/2008-11-11a.576.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-11-11a.xml,Education and Skills Act 2008
Education And Training (Welfare Of Children) Bill - Third Reading,uk.org.publicwhip/lords/2021-04-26a.2088.6,uk.org.publicwhip/lords/2021-04-26a.2088.8,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-04-26a.xml,Education and Training (Welfare of Children) Act 2021
Education Bill,uk.org.publicwhip/lords/2002-07-03a.315.2,uk.org.publicwhip/lords/2002-07-03a.318.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-07-03a.xml,Education Act 2002
Education Bill [Hl],uk.org.publicwhip/lords/2005-03-02b.290.3,uk.org.publicwhip/lords/2005-03-02b.291.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-03-02b.xml,Education Act 2005
Elderly Social Care (Insurance) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2022-03-04b.1057.2,uk.org.publicwhip/lords/2022-03-04b.1059.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-04b.xml,NA
Elections Bill - Third Reading,uk.org.publicwhip/lords/2022-04-25a.102.4,uk.org.publicwhip/lords/2022-04-25a.106.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-04-25a.xml,Elections Act 2022
Electoral Administration Bill,uk.org.publicwhip/lords/2006-06-07b.1335.4,uk.org.publicwhip/lords/2006-06-07b.1336.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-06-07b.xml,Electoral Administration Act 2006
Electricity (Miscellaneous Provisions) Bill,uk.org.publicwhip/lords/2003-04-10a.347.2,uk.org.publicwhip/lords/2003-04-10a.348.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-04-10a.xml,Electricity (Miscellaneous Provisions) Act 2003
Electricity Transmission (Compensation) Bill - Third Reading,uk.org.publicwhip/lords/2023-05-19b.525.3,uk.org.publicwhip/lords/2023-05-19b.527.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-05-19b.xml,Electricity Transmission (Compensation) Act 2023
Electronic Trade Documents Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2023-03-22a.1758.7,uk.org.publicwhip/lords/2023-03-22a.1761.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-03-22a.xml,Electronic Trade Documents Act 2023
Employment (Allocation Of Tips) Bill - Third Reading,uk.org.publicwhip/lords/2023-04-21a.904.3,uk.org.publicwhip/lords/2023-04-21a.906.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-04-21a.xml,Employment (Allocation of Tips) Act 2023
Employment Bill,uk.org.publicwhip/lords/2002-06-27a.1542.0,uk.org.publicwhip/lords/2002-06-27a.1542.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-06-27a.xml,Employment Act 2002
Employment Relations (Flexible Working) Bill - Third Reading,uk.org.publicwhip/lords/2023-07-14a.1975.2,uk.org.publicwhip/lords/2023-07-14a.1976.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-07-14a.xml,Employment Relations (Flexible Working) Act 2023
Energy Bill,uk.org.publicwhip/lords/2008-11-05a.272.2,uk.org.publicwhip/lords/2008-11-05a.273.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-11-05a.xml,Energy Act 2008
Energy Bill [Hl],uk.org.publicwhip/lords/2004-04-20a.280.1,uk.org.publicwhip/lords/2004-04-20a.280.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-04-20a.xml,Energy Act 2004
Energy Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2023-04-24a.975.1,uk.org.publicwhip/lords/2023-04-24a.978.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-04-24a.xml,Energy Act 2023
Energy Prices Bill - Third Reading,uk.org.publicwhip/lords/2022-10-25a.1394.1,uk.org.publicwhip/lords/2022-10-25a.1396.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-10-25a.xml,Energy Prices Act 2022
Enterprise Bill,uk.org.publicwhip/lords/2002-10-28a.86.3,uk.org.publicwhip/lords/2002-10-28a.86.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-10-28a.xml,Enterprise Act 2002
Enterprise Bill [Hl],uk.org.publicwhip/lords/2015-12-15a.1984.1,uk.org.publicwhip/lords/2015-12-15a.1988.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-12-15a.xml,Enterprise Act 2016
Environment Bill - Third Reading,uk.org.publicwhip/lords/2021-10-13b.1840.5,uk.org.publicwhip/lords/2021-10-13b.1846.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-10-13b.xml,Environment Act 2021
Equality Bill [Hl],uk.org.publicwhip/lords/2003-05-09a.1313.2,uk.org.publicwhip/lords/2003-05-09a.1313.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-05-09a.xml,NA
Equipment Theft (Prevention) Bill - Third Reading,uk.org.publicwhip/lords/2023-07-14a.1976.3,uk.org.publicwhip/lords/2023-07-14a.1979.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-07-14a.xml,Equipment Theft (Prevention) Act 2023
European Communities (Amendment) Bill,uk.org.publicwhip/lords/2002-01-28a.31.0,uk.org.publicwhip/lords/2002-01-28a.36.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-01-28a.xml,European Communities (Amendment) Act 2002 (repealed)
European Communities (Finance) Bill,uk.org.publicwhip/lords/2001-11-13a.458.7,uk.org.publicwhip/lords/2001-11-13a.463.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-11-13a.xml,European Communities (Finance) Act 2001 (repealed)
European Parliament (Representation) Bill,uk.org.publicwhip/lords/2003-04-07a.14.3,uk.org.publicwhip/lords/2003-04-07a.14.6,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-04-07a.xml,European Parliament (Representation) Act 2003 (repealed)
European Parliamentary And Local Elections (Pilots) Bill,uk.org.publicwhip/lords/2004-03-01a.446.2,uk.org.publicwhip/lords/2004-03-01a.446.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-03-01a.xml,European Parliamentary and Local Elections (Pilots) Act 2004
European Union (Accessions) Bill,uk.org.publicwhip/lords/2006-02-07c.513.2,uk.org.publicwhip/lords/2006-02-07c.517.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-02-07c.xml,European Union (Accessions) Act 2006 (repealed)
European Union (Amendment) Bill,uk.org.publicwhip/lords/2008-06-18a.1091.2,uk.org.publicwhip/lords/2008-06-18a.1099.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-06-18a.xml,European Union (Amendment) Act 2008
European Union (Approval Of Treaty Amendment Decision) Bill [Hl],uk.org.publicwhip/lords/2012-07-04a.687.14,uk.org.publicwhip/lords/2012-07-04a.689.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2012-07-04a.xml,European Union (Approval of Treaty Amendment Decision) Act 2012 (repealed)
European Union (Future Relationship) Bill - Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2020-12-30b.1926.1,uk.org.publicwhip/lords/2020-12-30b.1926.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-12-30b.xml,European Union (Future Relationship) Act 2020
European Union (Notification Of Withdrawal) Bill - Third Reading,uk.org.publicwhip/lords/2017-03-07b.1339.3,uk.org.publicwhip/lords/2017-03-07b.1345.6,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-03-07b.xml,European Union (Notification of Withdrawal) Act 2017
European Union (Withdrawal Agreement) Bill - Third Reading,uk.org.publicwhip/lords/2020-01-21b.1091.1,uk.org.publicwhip/lords/2020-01-21b.1094.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-01-21b.xml,European Union (Withdrawal Agreement) Act 2020
