heading,first,last,file,leg_title
European Union (Withdrawal) (No. 5) Bill - Third Reading,uk.org.publicwhip/lords/2019-04-08c.439.8,uk.org.publicwhip/lords/2019-04-08c.442.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-04-08c.xml,NA
European Union (Withdrawal) (No. 6) Bill - Third Reading,uk.org.publicwhip/lords/2019-09-06a.1275.2,uk.org.publicwhip/lords/2019-09-06a.1278.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-09-06a.xml,NA
European Union (Withdrawal) Bill - Third Reading,uk.org.publicwhip/lords/2018-05-16b.733.1,uk.org.publicwhip/lords/2018-05-16b.746.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-05-16b.xml,European Union (Withdrawal) Act 2018
European Union Bill — Third Reading,uk.org.publicwhip/lords/2011-06-23a.1400.0,uk.org.publicwhip/lords/2011-06-23a.1403.5,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2011-06-23a.xml,European Union Act 2011
Extradition (Provisional Arrest) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2020-06-15b.1974.1,uk.org.publicwhip/lords/2020-06-15b.1975.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-06-15b.xml,Extradition (Provisional Arrest) Act 2020
Extradition Bill,uk.org.publicwhip/lords/2003-11-12a.1437.7,uk.org.publicwhip/lords/2003-11-12a.1437.8,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-11-12a.xml,Extradition Act 2003
Financial Guidance And Claims Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2017-11-21b.105.1,uk.org.publicwhip/lords/2017-11-21b.106.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-11-21b.xml,Financial Guidance and Claims Act 2018
Financial Services (Banking Reform) Bill — Third Reading,uk.org.publicwhip/lords/2013-12-09a.707.1,uk.org.publicwhip/lords/2013-12-09a.712.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2013-12-09a.xml,Financial Services (Banking Reform) Act 2013
Financial Services (Implementation Of Legislation) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2019-02-06a.1528.4,uk.org.publicwhip/lords/2019-02-06a.1531.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-02-06a.xml,NA
Financial Services And Markets Bill,uk.org.publicwhip/lords/2000-05-18a.447.0,uk.org.publicwhip/lords/2000-05-18a.448.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-05-18a.xml,Financial Services and Markets Act 2000
Financial Services And Markets Bill - Third Reading,uk.org.publicwhip/lords/2023-06-19a.17.6,uk.org.publicwhip/lords/2023-06-19a.19.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-06-19a.xml,Financial Services and Markets Act 2023
Financial Services Bill - Report (3rd Day) (And Remaining Stages),uk.org.publicwhip/lords/2021-04-19a.1709.1,uk.org.publicwhip/lords/2021-04-19a.1712.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-04-19a.xml,Financial Services Act 2021
Fire Safety Bill - Third Reading,uk.org.publicwhip/lords/2020-11-24a.141.1,uk.org.publicwhip/lords/2020-11-24a.145.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-11-24a.xml,Fire Safety Act 2021
Fire Services Bill,uk.org.publicwhip/lords/2003-11-03a.676.0,uk.org.publicwhip/lords/2003-11-03a.676.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-11-03a.xml,Fire Services Act 2003
Firearms Bill - Third Reading,uk.org.publicwhip/lords/2023-09-18a.1209.2,uk.org.publicwhip/lords/2023-09-18a.1210.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-09-18a.xml,Firearms Act 2023
Fireworks Bill,uk.org.publicwhip/lords/2003-09-15a.665.4,uk.org.publicwhip/lords/2003-09-15a.665.5,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-09-15a.xml,Fireworks Act 2003
Fisheries Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2020-07-01a.716.3,uk.org.publicwhip/lords/2020-07-01a.718.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-07-01a.xml,Fisheries Act 2020
Fixed-Term Parliaments Bill,uk.org.publicwhip/lords/2011-05-24a.1693.3,uk.org.publicwhip/lords/2011-05-24a.1694.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2011-05-24a.xml,Fixed-term Parliaments Act 2011 (repealed)
Flood And Water Management Bill,uk.org.publicwhip/lords/2010-04-08a.1664.4,uk.org.publicwhip/lords/2010-04-08a.1667.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-04-08a.xml,Flood and Water Management Act 2010
Football (Disorder) (Amendment) Bill,uk.org.publicwhip/lords/2002-02-14a.1194.2,uk.org.publicwhip/lords/2002-02-14a.1195.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-02-14a.xml,Football (Disorder) (Amendment) Act 2002 (repealed)
Football (Disorder) Bill,uk.org.publicwhip/lords/2000-07-26a.471.1,uk.org.publicwhip/lords/2000-07-26a.481.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-07-26a.xml,Football (Disorder) Act 2000
Forensic Science Regulator Bill - Third Reading,uk.org.publicwhip/lords/2021-04-22d.1968.2,uk.org.publicwhip/lords/2021-04-22d.1968.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-04-22d.xml,Forensic Science Regulator Act 2021
Fraud Bill [Hl],uk.org.publicwhip/lords/2006-03-29b.783.0,uk.org.publicwhip/lords/2006-03-29b.783.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-03-29b.xml,Fraud Act 2006
Fur Farming (Prohibition) Bill,uk.org.publicwhip/lords/2000-11-13a.14.2,uk.org.publicwhip/lords/2000-11-13a.18.6,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-11-13a.xml,Fur Farming (Prohibition) Act 2000
Gambling Bill,uk.org.publicwhip/lords/2005-04-06b.874.2,uk.org.publicwhip/lords/2005-04-06b.874.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-04-06b.xml,Gambling Act 2005
Gender Recognition Bill [Hl],uk.org.publicwhip/lords/2004-02-10a.1088.0,uk.org.publicwhip/lords/2004-02-10a.1090.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-02-10a.xml,Gender Recognition Act 2004
Genetic Technology (Precision Breeding) Bill - Third Reading,uk.org.publicwhip/lords/2023-02-01d.683.5,uk.org.publicwhip/lords/2023-02-01d.686.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-02-01d.xml,Genetic Technology (Precision Breeding) Act 2023
Glue Traps (Offences) Bill - Third Reading,uk.org.publicwhip/lords/2022-04-26b.131.2,uk.org.publicwhip/lords/2022-04-26b.132.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-04-26b.xml,Glue Traps (Offences) Act 2022
Government Of Wales (Devolved Powers) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2023-05-19b.520.3,uk.org.publicwhip/lords/2023-05-19b.522.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-05-19b.xml,NA
Government Of Wales Bill,uk.org.publicwhip/lords/2006-07-13b.819.166,uk.org.publicwhip/lords/2006-07-13b.819.167,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-07-13b.xml,Government of Wales Act 2006
Government Resources And Accounts Bill,uk.org.publicwhip/lords/2000-07-12a.255.3,uk.org.publicwhip/lords/2000-07-12a.255.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-07-12a.xml,Government Resources and Accounts Act 2000
Government Spending (Website) Bill [Hl],uk.org.publicwhip/lords/2007-03-13b.571.117,uk.org.publicwhip/lords/2007-03-13b.571.118,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-03-13b.xml,NA
Green Energy (Definition And Promotion) Bill,uk.org.publicwhip/lords/2009-11-05a.380.3,uk.org.publicwhip/lords/2009-11-05a.380.5,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2009-11-05a.xml,Green Energy (Definition and Promotion) Act 2009
Harbours Bill [Hl],uk.org.publicwhip/lords/2003-05-16a.486.2,uk.org.publicwhip/lords/2003-05-16a.486.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-05-16a.xml,NA
Harbours Bill [Hl],uk.org.publicwhip/lords/2004-03-24a.785.8,uk.org.publicwhip/lords/2004-03-24a.786.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-03-24a.xml,NA
Haulage Permits And Trailer Registration Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2018-04-24c.1478.3,uk.org.publicwhip/lords/2018-04-24c.1479.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-04-24c.xml,Haulage Permits and Trailer Registration Act 2018
Health And Care Bill - Third Reading,uk.org.publicwhip/lords/2022-03-23b.976.8,uk.org.publicwhip/lords/2022-03-23b.980.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-23b.xml,Health and Care Act 2022
Health And Safety (Offences) Bill,uk.org.publicwhip/lords/2008-10-10a.411.2,uk.org.publicwhip/lords/2008-10-10a.414.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-10-10a.xml,Health and Safety (Offences) Act 2008
Health And Social Care (National Data Guardian) Bill - Third Reading,uk.org.publicwhip/lords/2018-12-12c.1344.4,uk.org.publicwhip/lords/2018-12-12c.1345.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-12-12c.xml,Health and Social Care (National Data Guardian) Act 2018
Health And Social Care Bill,uk.org.publicwhip/lords/2012-03-19a.704.0,uk.org.publicwhip/lords/2012-03-19a.717.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2012-03-19a.xml,Health and Social Care Act 2012
Health Bill,uk.org.publicwhip/lords/2006-07-04b.121.140,uk.org.publicwhip/lords/2006-07-04b.121.143,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-07-04b.xml,Health Act 2006
Health Protection Agency Bill [Hl],uk.org.publicwhip/lords/2004-04-29a.942.5,uk.org.publicwhip/lords/2004-04-29a.943.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-04-29a.xml,Health Protection Agency Act 2004
Healthcare (European Economic Area And Switzerland Arrangements) Bill - Third Reading,uk.org.publicwhip/lords/2019-03-19a.1375.1,uk.org.publicwhip/lords/2019-03-19a.1375.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-03-19a.xml,Healthcare (European Economic Area and Switzerland Arrangements) Act 2019
Healthy Homes Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2023-05-19b.519.4,uk.org.publicwhip/lords/2023-05-19b.520.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-05-19b.xml,NA
Heritage Railways And Tramways (Voluntary Work) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2023-04-21a.899.2,uk.org.publicwhip/lords/2023-04-21a.902.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-04-21a.xml,NA
High Hedges Bill [Hl],uk.org.publicwhip/lords/2003-03-07a.1033.3,uk.org.publicwhip/lords/2003-03-07a.1033.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-03-07a.xml,NA
High Speed Rail (London–West Midlands) Bill - Third Reading,uk.org.publicwhip/lords/2017-01-31b.1095.6,uk.org.publicwhip/lords/2017-01-31b.1110.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-01-31b.xml,High Speed Rail (London - West Midlands) Act 2017
High Speed Rail (West Midlands-Crewe) Bill - Third Reading,uk.org.publicwhip/lords/2020-12-14a.1496.3,uk.org.publicwhip/lords/2020-12-14a.1497.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-12-14a.xml,High Speed Rail (West Midlands - Crewe) Act 2021
Higher Education (Freedom Of Speech) Bill - Third Reading,uk.org.publicwhip/lords/2022-12-13a.557.3,uk.org.publicwhip/lords/2022-12-13a.563.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-12-13a.xml,Higher Education (Freedom of Speech) Act 2023
Higher Education And Research Bill - Third Reading,uk.org.publicwhip/lords/2017-04-04b.1008.4,uk.org.publicwhip/lords/2017-04-04b.1012.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-04-04b.xml,Higher Education and Research Act 2017
Higher Education Bill,uk.org.publicwhip/lords/2004-06-22a.1193.1,uk.org.publicwhip/lords/2004-06-22a.1195.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-06-22a.xml,Higher Education Act 2004
Historical Institutional Abuse (Northern Ireland) Bill [Hl] - Committee (And Remaining Stages),uk.org.publicwhip/lords/2019-10-31a.1079.5,uk.org.publicwhip/lords/2019-10-31a.1082.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-10-31a.xml,Historical Institutional Abuse (Northern Ireland) Act 2019
Horserace Betting And Olympic Lottery Bill,uk.org.publicwhip/lords/2004-09-14a.1055.0,uk.org.publicwhip/lords/2004-09-14a.1055.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-09-14a.xml,NA
House Of Commons Commission Bill,uk.org.publicwhip/lords/2015-03-23a.1232.5,uk.org.publicwhip/lords/2015-03-23a.1232.7,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-03-23a.xml,House of Commons Commission Act 2015
House Of Lords (Amendment) Bill [Hl],uk.org.publicwhip/lords/2012-03-01a.1546.1,uk.org.publicwhip/lords/2012-03-01a.1548.7,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2012-03-01a.xml,NA
Housing And Planning Bill - Third Reading,uk.org.publicwhip/lords/2016-04-27c.1179.0,uk.org.publicwhip/lords/2016-04-27c.1181.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-04-27c.xml,Housing and Planning Act 2016
Housing Bill,uk.org.publicwhip/lords/2004-11-03a.396.2,uk.org.publicwhip/lords/2004-11-03a.396.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-11-03a.xml,Housing Act 2004
Human Fertilisation And Embryology Bill [Hl],uk.org.publicwhip/lords/2008-02-04b.905.3,uk.org.publicwhip/lords/2008-02-04b.905.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-02-04b.xml,Human Fertilisation and Embryology Act 2008
Human Tissue Bill,uk.org.publicwhip/lords/2004-11-03a.422.0,uk.org.publicwhip/lords/2004-11-03a.422.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-11-03a.xml,Human Tissue Act 2004
Humber Bridge Bill — Third Reading,uk.org.publicwhip/lords/2013-11-27a.1417.1,uk.org.publicwhip/lords/2013-11-27a.1418.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2013-11-27a.xml,NA
Hunting Bill,uk.org.publicwhip/lords/2004-11-15a.1270.6,uk.org.publicwhip/lords/2004-11-15a.1290.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-11-15a.xml,Hunting Act 2004
Identity And Language (Northern Ireland) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2022-07-13b.1493.5,uk.org.publicwhip/lords/2022-07-13b.1497.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-07-13b.xml,Identity and Language (Northern Ireland) Act 2022
Identity Documents Bill,uk.org.publicwhip/lords/2010-11-24a.1116.10,uk.org.publicwhip/lords/2010-11-24a.1117.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-11-24a.xml,Identity Documents Act 2010
Illegal Migration Bill - Third Reading,uk.org.publicwhip/lords/2023-07-10a.1521.1,uk.org.publicwhip/lords/2023-07-10a.1529.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-07-10a.xml,Illegal Migration Act 2023
Immigration (Discharged Gurkhas) Bill [Hl],uk.org.publicwhip/lords/2008-10-13a.491.2,uk.org.publicwhip/lords/2008-10-13a.491.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-10-13a.xml,NA
Immigration And Social Security Co-Ordination (Eu Withdrawal) Bill - Third Reading,uk.org.publicwhip/lords/2020-10-12c.882.3,uk.org.publicwhip/lords/2020-10-12c.885.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-10-12c.xml,Immigration and Social Security Co-ordination (EU Withdrawal) Act 2020
Immigration Bill - Third Reading,uk.org.publicwhip/lords/2016-04-12b.162.2,uk.org.publicwhip/lords/2016-04-12b.164.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-04-12b.xml,Immigration Act 2016
Immigration Bill — Third Reading,uk.org.publicwhip/lords/2014-05-06a.1419.0,uk.org.publicwhip/lords/2014-05-06a.1421.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-05-06a.xml,Immigration Act 2014
"Immigration, Asylum And Nationality Bill",uk.org.publicwhip/lords/2006-03-14c.1205.2,uk.org.publicwhip/lords/2006-03-14c.1206.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-03-14c.xml,"Immigration, Asylum and Nationality Act 2006"
Inheritance And Trustees’ Powers Bill [Hl] — Third Reading,uk.org.publicwhip/lords/2014-02-10a.414.1,uk.org.publicwhip/lords/2014-02-10a.414.5,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-02-10a.xml,Inheritance and Trustees' Powers Act 2014
Inquiries Bill [Hl],uk.org.publicwhip/lords/2005-02-28b.48.3,uk.org.publicwhip/lords/2005-02-28b.48.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-02-28b.xml,Inquiries Act 2005
Insolvency Bill [H.l.],uk.org.publicwhip/lords/2000-07-26a.495.0,uk.org.publicwhip/lords/2000-07-26a.495.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-07-26a.xml,Insolvency Act 2000
Intellectual Property (Unjustified Threats) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2016-12-13b.1132.9,uk.org.publicwhip/lords/2016-12-13b.1134.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-12-13b.xml,Intellectual Property (Unjustified Threats) Act 2017
International Criminal Court Bill [H.l.],uk.org.publicwhip/lords/2001-03-20a.1333.5,uk.org.publicwhip/lords/2001-03-20a.1335.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-03-20a.xml,International Criminal Court Act 2001
International Development (Official Development Assistance Target) Bill,uk.org.publicwhip/lords/2015-03-09a.445.6,uk.org.publicwhip/lords/2015-03-09a.446.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-03-09a.xml,International Development (Official Development Assistance Target) Act 2015
International Development Bill [Hl],uk.org.publicwhip/lords/2001-10-25a.1129.0,uk.org.publicwhip/lords/2001-10-25a.1135.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-10-25a.xml,International Development Act 2002
Investigatory Powers Bill - Third Reading,uk.org.publicwhip/lords/2016-10-31b.450.7,uk.org.publicwhip/lords/2016-10-31b.451.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-10-31b.xml,Investigatory Powers Act 2016
Ivory Bill - Third Reading,uk.org.publicwhip/lords/2018-11-13b.1789.1,uk.org.publicwhip/lords/2018-11-13b.1792.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-11-13b.xml,Ivory Act 2018
Judicial Review And Courts Bill - Third Reading,uk.org.publicwhip/lords/2022-04-06c.2089.4,uk.org.publicwhip/lords/2022-04-06c.2091.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-04-06c.xml,Judicial Review and Courts Act 2022
Justice (Northern Ireland) Bill,uk.org.publicwhip/lords/2002-07-11a.876.0,uk.org.publicwhip/lords/2002-07-11a.876.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-07-11a.xml,Justice (Northern Ireland) Act 2002
Justice (Northern Ireland) Bill [Hl],uk.org.publicwhip/lords/2004-02-10a.1059.2,uk.org.publicwhip/lords/2004-02-10a.1060.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-02-10a.xml,Justice (Northern Ireland) Act 2004
Justice And Security Bill [Hl] — Third Reading,uk.org.publicwhip/lords/2012-11-28a.196.3,uk.org.publicwhip/lords/2012-11-28a.197.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2012-11-28a.xml,Justice and Security Act 2013
Kew Gardens (Leases) (No. 3) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2019-06-11c.368.3,uk.org.publicwhip/lords/2019-06-11c.369.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-06-11c.xml,Kew Gardens (Leases) Act 2019
Learning And Skills Bill [H.l.],uk.org.publicwhip/lords/2000-03-23a.483.0,uk.org.publicwhip/lords/2000-03-23a.483.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-03-23a.xml,Learning and Skills Act 2000
Leasehold Reform (Ground Rent) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2021-09-14a.1277.5,uk.org.publicwhip/lords/2021-09-14a.1279.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-09-14a.xml,Leasehold Reform (Ground Rent) Act 2022
Legislative And Regulatory Reform Bill,uk.org.publicwhip/lords/2006-11-02c.397.108,uk.org.publicwhip/lords/2006-11-02c.397.112,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-11-02c.xml,Legislative and Regulatory Reform Act 2006
Levelling-Up And Regeneration Bill - Third Reading,uk.org.publicwhip/lords/2023-09-21a.1559.3,uk.org.publicwhip/lords/2023-09-21a.1564.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-09-21a.xml,Levelling-up and Regeneration Act 2023 
