"wikidata_id","twfy_id"
"http://www.wikidata.org/entity/Q3334702","uk.org.publicwhip/cons/130"
"http://www.wikidata.org/entity/Q5261411","uk.org.publicwhip/cons/885"
"http://www.wikidata.org/entity/Q4961616","uk.org.publicwhip/cons/1649"
"http://www.wikidata.org/entity/Q7061462","uk.org.publicwhip/cons/926"
"http://www.wikidata.org/entity/Q6813781","uk.org.publicwhip/cons/1344"
"http://www.wikidata.org/entity/Q11797257","uk.org.publicwhip/cons/1302"
"http://www.wikidata.org/entity/Q8003680","uk.org.publicwhip/cons/1629"
"http://www.wikidata.org/entity/Q1077785","uk.org.publicwhip/cons/173"
"http://www.wikidata.org/entity/Q43291215","uk.org.publicwhip/cons/618"
"http://www.wikidata.org/entity/Q988595","uk.org.publicwhip/cons/539"
"http://www.wikidata.org/entity/Q43039860","uk.org.publicwhip/cons/562"
"http://www.wikidata.org/entity/Q1031895","uk.org.publicwhip/cons/489"
"http://www.wikidata.org/entity/Q6516050","uk.org.publicwhip/cons/1261"
"http://www.wikidata.org/entity/Q873994","uk.org.publicwhip/cons/649"
"http://www.wikidata.org/entity/Q4861963","uk.org.publicwhip/cons/805"
"http://www.wikidata.org/entity/Q5025572","uk.org.publicwhip/cons/1131"
"http://www.wikidata.org/entity/Q1075440","uk.org.publicwhip/cons/29"
"http://www.wikidata.org/entity/Q5450918","uk.org.publicwhip/cons/855"
"http://www.wikidata.org/entity/Q1031768","uk.org.publicwhip/cons/499"
"http://www.wikidata.org/entity/Q43287529","uk.org.publicwhip/cons/761"
"http://www.wikidata.org/entity/Q11797276","uk.org.publicwhip/cons/813"
"http://www.wikidata.org/entity/Q43291242","uk.org.publicwhip/cons/760"
"http://www.wikidata.org/entity/Q8037199","uk.org.publicwhip/cons/1656"
"http://www.wikidata.org/entity/Q5645749","uk.org.publicwhip/cons/1540"
"http://www.wikidata.org/entity/Q5332195","uk.org.publicwhip/cons/205"
"http://www.wikidata.org/entity/Q731571","uk.org.publicwhip/cons/318"
"http://www.wikidata.org/entity/Q1077519","uk.org.publicwhip/cons/305"
"http://www.wikidata.org/entity/Q56189393","uk.org.publicwhip/cons/584"
"http://www.wikidata.org/entity/Q109658772","uk.org.publicwhip/cons/739"
"http://www.wikidata.org/entity/Q5604826","uk.org.publicwhip/cons/840"
"http://www.wikidata.org/entity/Q5945155","uk.org.publicwhip/cons/830"
"http://www.wikidata.org/entity/Q3336954","uk.org.publicwhip/cons/304"
"http://www.wikidata.org/entity/Q43291100","uk.org.publicwhip/cons/789"
"http://www.wikidata.org/entity/Q4861118","uk.org.publicwhip/cons/1381"
