id,item,itemLabel.x,itemLabel.y,nuniq_id2item,nuniq_item2id
uk.org.publicwhip/person/18943,http://www.wikidata.org/entity/Q1025409,Caerwyn Roderick,Caerwyn Roderick,1,1
uk.org.publicwhip/person/21918,http://www.wikidata.org/entity/Q10305069,James Dunn,James Dunn,1,1
uk.org.publicwhip/person/18240,http://www.wikidata.org/entity/Q1049595,Roderick MacFarquhar,Roderick MacFarquhar,1,1
uk.org.publicwhip/person/10617,http://www.wikidata.org/entity/Q1052366,Cecil Walker,Cecil Walker,1,1
uk.org.publicwhip/person/16871,http://www.wikidata.org/entity/Q10523755,Jocelyn Cadbury,Jocelyn Cadbury,1,1
uk.org.publicwhip/person/10465,http://www.wikidata.org/entity/Q1055918,Lembit Opik,Lembit Öpik,1,1
uk.org.publicwhip/person/16589,http://www.wikidata.org/entity/Q1063686,Charles Beattie,Charles Beattie,1,1
uk.org.publicwhip/person/10068,http://www.wikidata.org/entity/Q10648,Gordon Brown,Gordon Brown,1,1
uk.org.publicwhip/person/10525,http://www.wikidata.org/entity/Q10652,Alex Salmond,Alex Salmond,1,1
uk.org.publicwhip/person/26020,http://www.wikidata.org/entity/Q106828783,Anum Qaisar-Javed,Anum Qaisar-Javed,1,1
uk.org.publicwhip/person/26040,http://www.wikidata.org/entity/Q107009776,Kim Leadbeater,Kim Leadbeater,1,1
uk.org.publicwhip/person/26034,http://www.wikidata.org/entity/Q107284337,Sarah Green,Sarah Green,1,1
uk.org.publicwhip/person/21801,http://www.wikidata.org/entity/Q10844155,Fred Blackburn,Fred Blackburn,1,1
uk.org.publicwhip/person/19704,http://www.wikidata.org/entity/Q1086853,Christopher Woodhouse,"Montague Woodhouse, 5th Baron Terrington",1,1
uk.org.publicwhip/person/21710,http://www.wikidata.org/entity/Q1096999,Nigel Davies,Nigel Davies,1,1
uk.org.publicwhip/person/10409,http://www.wikidata.org/entity/Q10985643,Humfrey Malins,Humfrey Malins,1,1
uk.org.publicwhip/person/10556,http://www.wikidata.org/entity/Q1101999,Clive Soley,Clive Soley,1,1
uk.org.publicwhip/person/17200,http://www.wikidata.org/entity/Q1103940,Terence Donovan,Terence Donovan,1,1
uk.org.publicwhip/person/26061,http://www.wikidata.org/entity/Q110863310,Paulette Hamilton,Paulette Hamilton,1,1
uk.org.publicwhip/person/10587,http://www.wikidata.org/entity/Q11154675,Ian Taylor,Ian Taylor,1,1
uk.org.publicwhip/person/26085,http://www.wikidata.org/entity/Q112133647,Simon Lightwood,Simon Lightwood,1,1
uk.org.publicwhip/person/26118,http://www.wikidata.org/entity/Q115550143,Samantha Dixon,Samantha Dixon,1,1
uk.org.publicwhip/person/10090,http://www.wikidata.org/entity/Q1157836,Dale Campbell-Savours,Dale Campbell-Savours,1,1
uk.org.publicwhip/person/21723,http://www.wikidata.org/entity/Q1160939,Daniel West,Daniel Granville West,1,1
uk.org.publicwhip/person/21875,http://www.wikidata.org/entity/Q11682348,Harry West,Harry West,1,1
uk.org.publicwhip/person/17990,http://www.wikidata.org/entity/Q1170763,John Kerr,John Graham Kerr,1,1
uk.org.publicwhip/person/13265,http://www.wikidata.org/entity/Q11722946,Neil Carmichael,Neil Carmichael,1,1
uk.org.publicwhip/person/22048,http://www.wikidata.org/entity/Q11722962,Ness Edwards,Ness Edwards,1,1
uk.org.publicwhip/person/10250,http://www.wikidata.org/entity/Q11722970,John Gunnell,John Gunnell,1,1
uk.org.publicwhip/person/22214,http://www.wikidata.org/entity/Q11723013,William Baxter,William Baxter,1,1
uk.org.publicwhip/person/16469,http://www.wikidata.org/entity/Q1173562,David Alton,David Alton,1,1
uk.org.publicwhip/person/10394,http://www.wikidata.org/entity/Q1175443,David Maclean,David Maclean,1,1
uk.org.publicwhip/person/10568,http://www.wikidata.org/entity/Q1176741,David Stewart,David Stewart,1,1
uk.org.publicwhip/person/19206,http://www.wikidata.org/entity/Q1176748,David Stoddart,David Stoddart,1,1
uk.org.publicwhip/person/18727,http://www.wikidata.org/entity/Q11799507,Osbert Peake,"Osbert Peake, 1st Viscount Ingleby",1,1
uk.org.publicwhip/person/22520,http://www.wikidata.org/entity/Q11806772,Harry Ewing,Harry Ewing,1,1
uk.org.publicwhip/person/21820,http://www.wikidata.org/entity/Q11855440,George Jackson,Colin Jackson,1,1
uk.org.publicwhip/person/16413,http://www.wikidata.org/entity/Q11866745,John Heddle,John Heddle,1,1
uk.org.publicwhip/person/10091,http://www.wikidata.org/entity/Q1189028,Dennis Canavan,Dennis Canavan,1,1
uk.org.publicwhip/person/10607,http://www.wikidata.org/entity/Q1189567,Dennis Turner,Dennis Turner,1,1
uk.org.publicwhip/person/17713,http://www.wikidata.org/entity/Q11902279,Warren Hawksley,Warren Hawksley,1,1
uk.org.publicwhip/person/10207,http://www.wikidata.org/entity/Q1200029,Derek Foster,Derek Foster,1,1
uk.org.publicwhip/person/18225,http://www.wikidata.org/entity/Q1210156,Dickson Mabon,Dickson Mabon,1,1
uk.org.publicwhip/person/10291,http://www.wikidata.org/entity/Q1228567,Alan Howarth,Alan Howarth,1,1
uk.org.publicwhip/person/10201,http://www.wikidata.org/entity/Q1234410,Howard Flight,Howard Flight,1,1
uk.org.publicwhip/person/22222,http://www.wikidata.org/entity/Q1239766,Donald Chapman,Donald Chapman,1,1
uk.org.publicwhip/person/10363,http://www.wikidata.org/entity/Q1245634,Martin Linton,Martin Linton,1,1
uk.org.publicwhip/person/21964,http://www.wikidata.org/entity/Q125704,John Tomlinson,John Tomlinson,1,1
uk.org.publicwhip/person/21792,http://www.wikidata.org/entity/Q1263302,Fitzroy Maclean,Fitzroy MacLean,1,1
uk.org.publicwhip/person/21704,http://www.wikidata.org/entity/Q12724041,Chris Price,Christopher Price,1,1
uk.org.publicwhip/person/22165,http://www.wikidata.org/entity/Q12731310,James Hill,James Hill,1,1
uk.org.publicwhip/person/10588,http://www.wikidata.org/entity/Q12731414,John Taylor,John Taylor,1,1
uk.org.publicwhip/person/17218,http://www.wikidata.org/entity/Q1279583,Tom Driberg,Tom Driberg,1,1
uk.org.publicwhip/person/21924,http://www.wikidata.org/entity/Q128956,Harold Wilson,Harold Wilson,1,1
uk.org.publicwhip/person/10270,http://www.wikidata.org/entity/Q128967,Edward Heath,Edward Heath,1,1
uk.org.publicwhip/person/17210,http://www.wikidata.org/entity/Q128976,Alec Douglas-Home,Alec Douglas-Home,1,1
uk.org.publicwhip/person/18268,http://www.wikidata.org/entity/Q128985,Harold Macmillan,Harold Macmillan,1,1
uk.org.publicwhip/person/17287,http://www.wikidata.org/entity/Q128995,Anthony Eden,Anthony Eden,1,1
uk.org.publicwhip/person/10591,http://www.wikidata.org/entity/Q12899736,Teddy Taylor,Teddy Taylor,1,1
uk.org.publicwhip/person/10480,http://www.wikidata.org/entity/Q12900348,James Plaskitt,James Plaskitt,1,1
uk.org.publicwhip/person/16522,http://www.wikidata.org/entity/Q129006,Clement Attlee,Clement Attlee,1,1
uk.org.publicwhip/person/22181,http://www.wikidata.org/entity/Q1292384,Edward Graham,Ted Graham,1,1
uk.org.publicwhip/person/21756,http://www.wikidata.org/entity/Q1292913,Edward Lyons,Edward Lyons,1,1
uk.org.publicwhip/person/18530,http://www.wikidata.org/entity/Q129679,Colin Moynihan,"Colin Moynihan, 4th Baron Moynihan",1,1
uk.org.publicwhip/person/22591,http://www.wikidata.org/entity/Q1306769,John Lee,John Lee,1,1
uk.org.publicwhip/person/10968,http://www.wikidata.org/entity/Q13195141,Paul Holmes,Paul Holmes,1,1
uk.org.publicwhip/person/19718,http://www.wikidata.org/entity/Q13529752,James Allason,James Allason,1,1
uk.org.publicwhip/person/16505,http://www.wikidata.org/entity/Q13529787,Jack Aspinwall,Jack Aspinwall,1,1
uk.org.publicwhip/person/16578,http://www.wikidata.org/entity/Q13529846,Brian Batsford,Brian Batsford,1,1
uk.org.publicwhip/person/16595,http://www.wikidata.org/entity/Q13529848,Anthony Beaumont-Dark,Anthony Beaumont-Dark,1,1
uk.org.publicwhip/person/22350,http://www.wikidata.org/entity/Q13529849,Nicholas Bennett,Nicholas Bennett,1,1
uk.org.publicwhip/person/16391,http://www.wikidata.org/entity/Q13529851,John Blackburn,John Blackburn,1,1
uk.org.publicwhip/person/10073,http://www.wikidata.org/entity/Q13529853,Ian Bruce,Ian Bruce,1,1
uk.org.publicwhip/person/22570,http://www.wikidata.org/entity/Q13529863,William Carr,William Compton Carr,1,1
uk.org.publicwhip/person/16907,http://www.wikidata.org/entity/Q13529864,Robert Cary,Robert Cary,1,1
uk.org.publicwhip/person/16383,http://www.wikidata.org/entity/Q13529870,Judith Chaplin,Judith Chaplin,1,1
uk.org.publicwhip/person/10111,http://www.wikidata.org/entity/Q13529873,Michael Clark,Michael Clark,1,1
uk.org.publicwhip/person/16995,http://www.wikidata.org/entity/Q13529878,John Cockcroft,John Cockcroft,1,1
uk.org.publicwhip/person/17095,http://www.wikidata.org/entity/Q13529887,Oliver Crosthwaite-Eyre,Oliver Crosthwaite-Eyre,1,1
uk.org.publicwhip/person/22344,http://www.wikidata.org/entity/Q13529889,Knox Cunningham,Knox Cunningham,1,1
uk.org.publicwhip/person/17442,http://www.wikidata.org/entity/Q13529900,Nigel Forman,Nigel Forman,1,1
uk.org.publicwhip/person/22232,http://www.wikidata.org/entity/Q13529901,Ian Fraser,Ian Fraser,1,1
uk.org.publicwhip/person/17482,http://www.wikidata.org/entity/Q13529903,Muriel Gammans,Muriel Gammans,1,1
uk.org.publicwhip/person/17521,http://www.wikidata.org/entity/Q13529909,John Gilmour,John Gilmour,1,1
uk.org.publicwhip/person/22088,http://www.wikidata.org/entity/Q13529910,Ralph Glyn,"Ralph Glyn, 1st Baron Glyn",1,1
uk.org.publicwhip/person/17552,http://www.wikidata.org/entity/Q13529911,Victor Goodhew,Victor Goodhew,1,1
uk.org.publicwhip/person/22351,http://www.wikidata.org/entity/Q13529914,Matthew Banks,Matthew Banks,1,1
uk.org.publicwhip/person/22587,http://www.wikidata.org/entity/Q13529916,Harry Greenway,Harry Greenway,1,1
uk.org.publicwhip/person/17622,http://www.wikidata.org/entity/Q13529920,Harold Gurden,Harold Gurden,1,1
uk.org.publicwhip/person/17669,http://www.wikidata.org/entity/Q13529926,Patrick Hannon,Patrick Hannon,1,1
uk.org.publicwhip/person/17904,http://www.wikidata.org/entity/Q13529951,Michael Irvine,Michael Irvine,1,1
uk.org.publicwhip/person/17915,http://www.wikidata.org/entity/Q13529953,Tim Janman,Tim Janman,1,1
uk.org.publicwhip/person/14149,http://www.wikidata.org/entity/Q13529954,Howard Johnson,Howard Johnson,1,1
uk.org.publicwhip/person/21996,http://www.wikidata.org/entity/Q13529957,John Kerans,John Kerans,1,1
uk.org.publicwhip/person/17985,http://www.wikidata.org/entity/Q13529958,Henry Kerby,Henry Kerby,1,1
uk.org.publicwhip/person/18093,http://www.wikidata.org/entity/Q13529968,Henry Legge-Bourke,Harry Legge-Bourke,1,1
uk.org.publicwhip/person/18107,http://www.wikidata.org/entity/Q13529970,Mark Lennox-Boyd,Mark Lennox-Boyd,1,1
uk.org.publicwhip/person/18549,http://www.wikidata.org/entity/Q13529978,Hugh Munro-Lucas-Tooth,Hugh Lucas-Tooth,1,1
uk.org.publicwhip/person/18228,http://www.wikidata.org/entity/Q13529979,Charles MacAndrew,"Charles MacAndrew, 1st Baron MacAndrew",1,1
uk.org.publicwhip/person/18229,http://www.wikidata.org/entity/Q13529980,Ian MacArthur,Ian MacArthur,1,1
uk.org.publicwhip/person/18331,http://www.wikidata.org/entity/Q13529988,Paul Marland,Paul Marland,1,1
uk.org.publicwhip/person/10422,http://www.wikidata.org/entity/Q13529989,Michael Mates,Michael Mates,1,1
uk.org.publicwhip/person/22595,http://www.wikidata.org/entity/Q13529994,Iain Mills,Iain Mills,1,1
uk.org.publicwhip/person/18475,http://www.wikidata.org/entity/Q13529997,Arthur Molson,Hugh Molson,1,1
uk.org.publicwhip/person/18674,http://www.wikidata.org/entity/Q13530012,Philip Oppenheim,Phillip Oppenheim,1,1
uk.org.publicwhip/person/21699,http://www.wikidata.org/entity/Q13530013,Ian Orr-Ewing,Ian Orr-Ewing,1,1
uk.org.publicwhip/person/18701,http://www.wikidata.org/entity/Q13530016,Norman Pannell,Norman Pannell,1,1
uk.org.publicwhip/person/22624,http://www.wikidata.org/entity/Q13530019,Elizabeth Peacock,Elizabeth Peacock,1,1
uk.org.publicwhip/person/18779,http://www.wikidata.org/entity/Q13530024,Isaac Pitman,James Pitman,1,1
uk.org.publicwhip/person/10509,http://www.wikidata.org/entity/Q13530031,Marion Roe,Marion Roe,1,1
uk.org.publicwhip/person/19037,http://www.wikidata.org/entity/Q13530040,James Scott-Hopkins,James Scott-Hopkins,1,1
uk.org.publicwhip/person/19159,http://www.wikidata.org/entity/Q13530042,Henry Spence,Henry Spence,1,1
uk.org.publicwhip/person/19164,http://www.wikidata.org/entity/Q13530045,William Spens,"Patrick Spens, 1st Baron Spens",1,1
uk.org.publicwhip/person/19178,http://www.wikidata.org/entity/Q13530046,Ivor Stanbrook,Ivor Stanbrook,1,1
uk.org.publicwhip/person/19200,http://www.wikidata.org/entity/Q13530048,Harold Steward,Harold Macdonald Steward,1,1
uk.org.publicwhip/person/16425,http://www.wikidata.org/entity/Q13530049,John Stradling Thomas,John Stradling Thomas,1,1
uk.org.publicwhip/person/19231,http://www.wikidata.org/entity/Q13530051,Henry Studholme,Henry Studholme,1,1
uk.org.publicwhip/person/22519,http://www.wikidata.org/entity/Q13530053,Harold Sutcliffe,Harold Sutcliffe,1,1
uk.org.publicwhip/person/21967,http://www.wikidata.org/entity/Q13530055,John Talbot,John Ellis Talbot,1,1
uk.org.publicwhip/person/19314,http://www.wikidata.org/entity/Q13530058,John Tilney,John Tilney,1,1
uk.org.publicwhip/person/10603,http://www.wikidata.org/entity/Q13530060,Michael Trend,Michael Trend,1,1
uk.org.publicwhip/person/19405,http://www.wikidata.org/entity/Q13530061,John Vaughan-Morgan,John Vaughan-Morgan,1,1
uk.org.publicwhip/person/20052,http://www.wikidata.org/entity/Q13530067,John Wells,John Wells,1,1
uk.org.publicwhip/person/19492,http://www.wikidata.org/entity/Q13530069,John Wheeler,John Wheeler,1,1
uk.org.publicwhip/person/19498,http://www.wikidata.org/entity/Q13530070,John Whitfield,John Whitfield,1,1
uk.org.publicwhip/person/21659,http://www.wikidata.org/entity/Q13530072,Jerry Wiggin,Jerry Wiggin,1,1
uk.org.publicwhip/person/19561,http://www.wikidata.org/entity/Q13530075,John Woollam,John Woollam,1,1
uk.org.publicwhip/person/19724,http://www.wikidata.org/entity/Q13530076,Norman Wylie,"Norman Wylie, Lord Wylie",1,1
uk.org.publicwhip/person/10375,http://www.wikidata.org/entity/Q1379003,John McAllion,John McAllion,1,1
uk.org.publicwhip/person/10493,http://www.wikidata.org/entity/Q137911,Joyce Quin,Joyce Quin,1,1
uk.org.publicwhip/person/10511,http://www.wikidata.org/entity/Q1379995,Jeff Rooker,Jeff Rooker,1,1
uk.org.publicwhip/person/10495,http://www.wikidata.org/entity/Q138192,Giles Radice,Giles Radice,1,1
uk.org.publicwhip/person/22517,http://www.wikidata.org/entity/Q1418483,Geraint Howells,Geraint Howells,1,1
uk.org.publicwhip/person/16721,http://www.wikidata.org/entity/Q1419462,Terence Boston,Terence Boston,1,1
uk.org.publicwhip/person/17952,http://www.wikidata.org/entity/Q1443517,Frank Judd,Frank Judd,1,1
uk.org.publicwhip/person/22030,http://www.wikidata.org/entity/Q1443717,Frank Maguire,Frank Maguire,1,1
uk.org.publicwhip/person/13386,http://www.wikidata.org/entity/Q1474995,Ian Stewart,Ian Stewart,1,1
uk.org.publicwhip/person/10396,http://www.wikidata.org/entity/Q1494468,Robert Maclennan,Robert Maclennan,1,1
uk.org.publicwhip/person/17490,http://www.wikidata.org/entity/Q14946689,Edward Garrett,Ted Garrett,1,1
uk.org.publicwhip/person/21988,http://www.wikidata.org/entity/Q14946953,John Lee,John Lee,1,1
uk.org.publicwhip/person/25281,http://www.wikidata.org/entity/Q14948811,John Nicolson,John Nicolson,1,1
uk.org.publicwhip/person/22220,http://www.wikidata.org/entity/Q14948945,William Grant,"William Grant, Lord Grant",1,1
uk.org.publicwhip/person/17403,http://www.wikidata.org/entity/Q1502976,Geoffrey Finsberg,Geoffrey Finsberg,1,1
uk.org.publicwhip/person/18146,http://www.wikidata.org/entity/Q1503024,Geoffrey Lofthouse,Geoffrey Lofthouse,1,1
uk.org.publicwhip/person/21872,http://www.wikidata.org/entity/Q15039914,Henry Clark,Henry Maitland Clark,1,1
uk.org.publicwhip/person/18264,http://www.wikidata.org/entity/Q15039959,James MacManaway,James Godfrey MacManaway,1,1
uk.org.publicwhip/person/10215,http://www.wikidata.org/entity/Q15047180,Maria Fyfe,Maria Fyfe,1,1
uk.org.publicwhip/person/17586,http://www.wikidata.org/entity/Q15054299,Anthony Greenwood,Anthony Greenwood,1,1
uk.org.publicwhip/person/21854,http://www.wikidata.org/entity/Q15055971,Harold Davies,Harold Davies,1,1
uk.org.publicwhip/person/18702,http://www.wikidata.org/entity/Q15070130,John Pardoe,John Pardoe,1,1
uk.org.publicwhip/person/21698,http://www.wikidata.org/entity/Q1507209,Charles Smith,George Delacourt-Smith,1,1
uk.org.publicwhip/person/10211,http://www.wikidata.org/entity/Q1507362,George Foulkes,George Foulkes,1,1
uk.org.publicwhip/person/21834,http://www.wikidata.org/entity/Q1507828,George Mackie,George Mackie,1,1
uk.org.publicwhip/person/19430,http://www.wikidata.org/entity/Q1508489,George Walden,George Walden,1,1
uk.org.publicwhip/person/19506,http://www.wikidata.org/entity/Q1508595,George Wigg,George Wigg,1,1
uk.org.publicwhip/person/17263,http://www.wikidata.org/entity/Q15109490,Evan Durbin,Evan Durbin,1,1
uk.org.publicwhip/person/19544,http://www.wikidata.org/entity/Q15207882,Michael Winstanley,Michael Winstanley,1,1
uk.org.publicwhip/person/17922,http://www.wikidata.org/entity/Q15229376,Lena Jeger,Lena Jeger,1,1
uk.org.publicwhip/person/21907,http://www.wikidata.org/entity/Q1528561,Ivor Thomas,Ivor Bulmer-Thomas,1,1
uk.org.publicwhip/person/18673,http://www.wikidata.org/entity/Q1533969,Sally Oppenheim,Sally Oppenheim-Barnes,1,1
uk.org.publicwhip/person/10001,http://www.wikidata.org/entity/Q153454,Diane Abbott,Diane Abbott,1,1
uk.org.publicwhip/person/17916,http://www.wikidata.org/entity/Q1546121,Greville Janner,Greville Janner,1,1
uk.org.publicwhip/person/18717,http://www.wikidata.org/entity/Q15461373,John Paton,John Paton,1,1
uk.org.publicwhip/person/16604,http://www.wikidata.org/entity/Q15463280,John Belcher,John Belcher,1,1
uk.org.publicwhip/person/17747,http://www.wikidata.org/entity/Q15463534,Stanley Henig,Stanley Henig,1,1
uk.org.publicwhip/person/19723,http://www.wikidata.org/entity/Q15492296,Norman Atkinson,Norman Atkinson,1,1
uk.org.publicwhip/person/18461,http://www.wikidata.org/entity/Q15503086,Edward Milne,Eddie Milne,1,1
uk.org.publicwhip/person/17187,http://www.wikidata.org/entity/Q15514214,Alfred Dobbs,Alfred Dobbs,1,1
uk.org.publicwhip/person/10418,http://www.wikidata.org/entity/Q15525123,Jim Marshall,Jim Marshall,1,1
uk.org.publicwhip/person/10178,http://www.wikidata.org/entity/Q15525275,Julia Drown,Julia Drown,1,1
uk.org.publicwhip/person/10491,http://www.wikidata.org/entity/Q1557927,Gwyn Prosser,Gwyn Prosser,1,1
uk.org.publicwhip/person/19176,http://www.wikidata.org/entity/Q1570046,Jock Stallard,Albert Stallard,1,1
uk.org.publicwhip/person/21855,http://www.wikidata.org/entity/Q1585945,Harold Walker,Harold Walker,1,1
uk.org.publicwhip/person/17885,http://www.wikidata.org/entity/Q1586577,Harry Hylton-Foster,Harry Hylton-Foster,1,1
uk.org.publicwhip/person/16273,http://www.wikidata.org/entity/Q15967316,James Dickens,James Dickens,1,1
uk.org.publicwhip/person/18410,http://www.wikidata.org/entity/Q15968114,Patricia McLaughlin,Patricia McLaughlin,1,1
uk.org.publicwhip/person/19116,http://www.wikidata.org/entity/Q15969400,Harriet Slater,Harriet Slater,1,1
uk.org.publicwhip/person/21952,http://www.wikidata.org/entity/Q15976329,John Mackie,John Mackie,1,1
uk.org.publicwhip/person/19152,http://www.wikidata.org/entity/Q15990294,Nigel Spearing,Nigel Spearing,1,1
uk.org.publicwhip/person/10570,http://www.wikidata.org/entity/Q15990302,Paul Stinchcombe,Paul Stinchcombe,1,1
uk.org.publicwhip/person/19313,http://www.wikidata.org/entity/Q15990321,John Tilley,John Tilley,1,1
uk.org.publicwhip/person/22000,http://www.wikidata.org/entity/Q15997946,Joseph Henderson,"Joseph Henderson, 1st Baron Henderson of Ardwick",1,1
uk.org.publicwhip/person/22193,http://www.wikidata.org/entity/Q15998441,Tom Smith,Tom Smith,1,1
uk.org.publicwhip/person/22060,http://www.wikidata.org/entity/Q15998778,Patrick Bartley,Patrick Bartley,1,1
uk.org.publicwhip/person/21697,http://www.wikidata.org/entity/Q15998908,Charles White,Charles Frederick White,1,1
uk.org.publicwhip/person/22187,http://www.wikidata.org/entity/Q15999092,Thomas Brooks,Thomas Brooks,1,1
uk.org.publicwhip/person/17528,http://www.wikidata.org/entity/Q15999119,James Glanville,James Glanville,1,1
uk.org.publicwhip/person/18571,http://www.wikidata.org/entity/Q15999171,Thomas Naylor,Thomas Naylor,1,1
uk.org.publicwhip/person/21912,http://www.wikidata.org/entity/Q15999312,James Harrison,James Harrison,1,1
uk.org.publicwhip/person/17707,http://www.wikidata.org/entity/Q15999315,Samuel Haughton,Samuel Gillmor Haughton,1,1
uk.org.publicwhip/person/16590,http://www.wikidata.org/entity/Q15999413,John Beattie,Jack Beattie,1,1
uk.org.publicwhip/person/18895,http://www.wikidata.org/entity/Q15999959,William Rees-Davies,William Rupert Rees-Davies,1,1
uk.org.publicwhip/person/17026,http://www.wikidata.org/entity/Q16000200,Louis Comyns,Louis Comyns,1,1
uk.org.publicwhip/person/21977,http://www.wikidata.org/entity/Q16000300,John Jones,John Henry Jones,1,1
uk.org.publicwhip/person/22336,http://www.wikidata.org/entity/Q16000327,Fred Marshall,Fred Marshall,1,1
uk.org.publicwhip/person/22523,http://www.wikidata.org/entity/Q16000350,Henry Nicholls,Henry Nicholls,1,1
uk.org.publicwhip/person/21949,http://www.wikidata.org/entity/Q16000418,John Taylor,John Taylor,1,1
uk.org.publicwhip/person/18431,http://www.wikidata.org/entity/Q16003726,Hubert Medland,Hubert Medland,1,1
uk.org.publicwhip/person/19410,http://www.wikidata.org/entity/Q16003771,Samuel Viant,Samuel Viant,1,1
uk.org.publicwhip/person/21865,http://www.wikidata.org/entity/Q16003777,Henry White,Henry White,1,1
uk.org.publicwhip/person/21919,http://www.wikidata.org/entity/Q16003888,James Murray,James Dixon Murray,1,1
uk.org.publicwhip/person/22146,http://www.wikidata.org/entity/Q16006467,Ronald Ross,Ronald Ross,1,1
uk.org.publicwhip/person/21884,http://www.wikidata.org/entity/Q16007033,Horace Holmes,Horace Holmes,1,1
uk.org.publicwhip/person/19715,http://www.wikidata.org/entity/Q16007585,Herschel Austin,Herschel Lewis Austin,1,1
uk.org.publicwhip/person/21694,http://www.wikidata.org/entity/Q16007644,Charles Howell,Charles Howell,1,1
uk.org.publicwhip/person/18373,http://www.wikidata.org/entity/Q16007670,Neil McBride,Neil McBride,1,1
uk.org.publicwhip/person/16441,http://www.wikidata.org/entity/Q16007970,John Ainsley,William Ainsley,1,1
uk.org.publicwhip/person/21857,http://www.wikidata.org/entity/Q16008683,Harold Finch,Harold Finch,1,1
uk.org.publicwhip/person/22136,http://www.wikidata.org/entity/Q16010090,Hugh O'Neill,"Hugh O'Neill, 1st Baron Rathcavan",1,1
uk.org.publicwhip/person/17063,http://www.wikidata.org/entity/Q16011182,Harry Cowans,Harry Cowans,1,1
uk.org.publicwhip/person/17886,http://www.wikidata.org/entity/Q16011273,Henry Hynd,Harry Hynd,1,1
uk.org.publicwhip/person/22224,http://www.wikidata.org/entity/Q16012268,William Jones,Elwyn Jones,1,1
uk.org.publicwhip/person/16457,http://www.wikidata.org/entity/Q16012366,Walter Alldritt,Walter Alldritt,1,1
uk.org.publicwhip/person/21276,http://www.wikidata.org/entity/Q16012621,Adam Hunter,Adam Hunter,1,1
uk.org.publicwhip/person/22541,http://www.wikidata.org/entity/Q16012745,Joyce Butler,Joyce Butler,1,1
uk.org.publicwhip/person/19030,http://www.wikidata.org/entity/Q16012875,Sidney Schofield,Sidney Schofield,1,1
uk.org.publicwhip/person/18403,http://www.wikidata.org/entity/Q16013699,Margaret McKay,Margaret McKay,1,1
uk.org.publicwhip/person/21867,http://www.wikidata.org/entity/Q16013765,Henry Usborne,Henry Usborne,1,1
uk.org.publicwhip/person/16650,http://www.wikidata.org/entity/Q16013802,Sydney Bidwell,Syd Bidwell,1,1
uk.org.publicwhip/person/16974,http://www.wikidata.org/entity/Q16013816,Ivor Clemitson,Ivor Clemitson,1,1
uk.org.publicwhip/person/17257,http://www.wikidata.org/entity/Q16013828,Jimmy Dunnachie,Jimmy Dunnachie,1,1
uk.org.publicwhip/person/17834,http://www.wikidata.org/entity/Q16013864,John Horner,John Horner,1,1
uk.org.publicwhip/person/18470,http://www.wikidata.org/entity/Q16013902,Edward Moeran,Edward Moeran,1,1
uk.org.publicwhip/person/19559,http://www.wikidata.org/entity/Q16013991,Robert Woof,Robert Woof,1,1
uk.org.publicwhip/person/18648,http://www.wikidata.org/entity/Q16014466,Michael O'Halloran,Michael O'Halloran,1,1
uk.org.publicwhip/person/22537,http://www.wikidata.org/entity/Q16015196,John Maginnis,John Maginnis,1,1
uk.org.publicwhip/person/22524,http://www.wikidata.org/entity/Q16017494,Hugh McCartney,Hugh McCartney,1,1
uk.org.publicwhip/person/21889,http://www.wikidata.org/entity/Q16018065,Hugh Brown,Hugh Brown,1,1
uk.org.publicwhip/person/19810,http://www.wikidata.org/entity/Q16018627,James White,James White,1,1
uk.org.publicwhip/person/21715,http://www.wikidata.org/entity/Q16061349,Cranley Onslow,Cranley Onslow,1,1
uk.org.publicwhip/person/18573,http://www.wikidata.org/entity/Q16072674,Harold Neal,Harold Neal,1,1
uk.org.publicwhip/person/21920,http://www.wikidata.org/entity/Q16078875,Douglas Thomson,Douglas Thomson,1,1
uk.org.publicwhip/person/18378,http://www.wikidata.org/entity/Q16079015,John McCann,Jack McCann,1,1
uk.org.publicwhip/person/21942,http://www.wikidata.org/entity/Q16091442,John Ellis,John Ellis,1,1
uk.org.publicwhip/person/22567,http://www.wikidata.org/entity/Q16091939,Thomas Mitchell,Tom Mitchell,1,1
uk.org.publicwhip/person/19429,http://www.wikidata.org/entity/Q16093151,Brian Walden,Brian Walden,1,1
uk.org.publicwhip/person/10514,http://www.wikidata.org/entity/Q16104546,William Ross,William Ross,1,1
uk.org.publicwhip/person/21800,http://www.wikidata.org/entity/Q16105245,Frank White,Frank White,1,1
uk.org.publicwhip/person/10522,http://www.wikidata.org/entity/Q16107112,Christine Russell,Christine Russell,1,1
uk.org.publicwhip/person/10321,http://www.wikidata.org/entity/Q16121348,Jenny Jones,Jenny Jones,1,1
uk.org.publicwhip/person/25337,http://www.wikidata.org/entity/Q16150309,Lucy Allan,Lucy Allan,1,1
uk.org.publicwhip/person/16494,http://www.wikidata.org/entity/Q1617771,Peter Archer,Peter Archer,1,1
uk.org.publicwhip/person/18337,http://www.wikidata.org/entity/Q1618119,Hilary Marquand,Hilary Marquand,1,1
uk.org.publicwhip/person/10273,http://www.wikidata.org/entity/Q16190543,Ivan Henderson,Ivan Henderson,1,1
uk.org.publicwhip/person/25220,http://www.wikidata.org/entity/Q16190632,Mike Kane,Mike Kane,1,1
