speaker,person_id,wikidata,name2use
uk.org.publicwhip/lord/100972,uk.org.publicwhip/person/14129,Q1699743,John David James 
uk.org.publicwhip/lord/100837,uk.org.publicwhip/person/13172,Q1699919,John Eccles
uk.org.publicwhip/lord/100188,uk.org.publicwhip/person/13004,Q1699922,John Eden
uk.org.publicwhip/lord/100177,uk.org.publicwhip/person/13666,Q1700103,John Donaldson
uk.org.publicwhip/lord/100236,uk.org.publicwhip/person/13065,Q1700212,John Gilbert
uk.org.publicwhip/lord/100265,uk.org.publicwhip/person/13175,Q1700227,John Warren Gladwin 
uk.org.publicwhip/lord/100830,uk.org.publicwhip/person/13175,Q1700227,John Warren Gladwin 
uk.org.publicwhip/lord/100322,uk.org.publicwhip/person/13488,Q1700365,Peter Imbert
uk.org.publicwhip/lord/101142,uk.org.publicwhip/person/25155,Q1700556,John Inge 
uk.org.publicwhip/lord/100460,uk.org.publicwhip/person/13439,Q1700989,Sheila Noakes
uk.org.publicwhip/lord/100393,uk.org.publicwhip/person/13563,Q1701009,John McCluskey
uk.org.publicwhip/lord/100498,uk.org.publicwhip/person/13595,Q1701413,John Peyton
uk.org.publicwhip/lord/101075,uk.org.publicwhip/person/25019,Q1701479,John Lawrence Pritchard 
uk.org.publicwhip/lord/100558,uk.org.publicwhip/person/13022,Q1701670,John Sainsbury
uk.org.publicwhip/lord/100599,uk.org.publicwhip/person/13464,Q1701770,John Slim
uk.org.publicwhip/lord/100354,uk.org.publicwhip/person/13212,Q1701772,John Kirkhill
uk.org.publicwhip/lord/100908,uk.org.publicwhip/person/13720,Q1701897,John Derek Taylor
uk.org.publicwhip/lord/100669,uk.org.publicwhip/person/13120,Q1702102,John Walton
uk.org.publicwhip/lord/101002,uk.org.publicwhip/person/24699,Q1703178,Jonathan Michael Gledhill 
uk.org.publicwhip/lord/101010,uk.org.publicwhip/person/24969,Q1703194,Jonathan Hopkin Hill
uk.org.publicwhip/lord/101113,uk.org.publicwhip/person/25061,Q1703216,Jonathan Andrew Kestenbaum
uk.org.publicwhip/lord/100874,uk.org.publicwhip/person/13321,Q1703244,Jonathan Mance
uk.org.publicwhip/lord/101093,uk.org.publicwhip/person/25035,Q1703250,Jonathan Clive Marks
uk.org.publicwhip/lord/100912,uk.org.publicwhip/person/13723,Q1703253,Jonathan Marland
uk.org.publicwhip/lord/100015,uk.org.publicwhip/person/13108,Q1706584,Kay Andrews
uk.org.publicwhip/lord/100130,uk.org.publicwhip/person/13517,Q1706931,Timothy Clement-Jones
uk.org.publicwhip/lord/100095,uk.org.publicwhip/person/13347,Q1707800,Robin Butler
uk.org.publicwhip/lord/100016,uk.org.publicwhip/person/13107,Q1710027,Joyce Anelay
uk.org.publicwhip/lord/100250,uk.org.publicwhip/person/13569,Q1710036,Joyce Gould
uk.org.publicwhip/lord/101089,uk.org.publicwhip/person/25027,Q1711046,Judith Anne Jolly
uk.org.publicwhip/lord/100684,uk.org.publicwhip/person/12961,Q1711088,Judith Wilcox
uk.org.publicwhip/lord/100157,uk.org.publicwhip/person/13099,Q1711830,Julia Cumberlege
uk.org.publicwhip/lord/100261,uk.org.publicwhip/person/13415,Q1711997,Julian Grenfell
uk.org.publicwhip/lord/100313,uk.org.publicwhip/person/13352,Q1712010,Julian Hunt
uk.org.publicwhip/lord/100171,uk.org.publicwhip/person/13660,Q17123869,Jonathan Bailey 
uk.org.publicwhip/lord/100426,uk.org.publicwhip/person/10433,Q1716798,Ray Michie
uk.org.publicwhip/lord/100846,uk.org.publicwhip/person/10612,Q1722777,Paul Tyler
uk.org.publicwhip/lord/100926,uk.org.publicwhip/person/13739,Q1723111,Kamlesh Patel
uk.org.publicwhip/lord/100538,uk.org.publicwhip/person/13401,Q1736288,Kathleen Richardson
uk.org.publicwhip/lord/100410,uk.org.publicwhip/person/10406,Q1738633,Ken Maginnis / Kenneth Maginnis
uk.org.publicwhip/lord/101150,uk.org.publicwhip/person/10406,Q1738633,Ken Maginnis / Kenneth Maginnis
uk.org.publicwhip/lord/100101,uk.org.publicwhip/person/13676,Q1738844,Kenneth Cameron
uk.org.publicwhip/lord/100699,uk.org.publicwhip/person/13614,Q1738920,Ken Woolmer
uk.org.publicwhip/lord/100107,uk.org.publicwhip/person/13674,Q1739190,Alexander Carlile
uk.org.publicwhip/lord/100951,uk.org.publicwhip/person/13923,Q1740496,Khalid Hameed
uk.org.publicwhip/lord/101088,uk.org.publicwhip/person/25028,Q1741653,Nicholas Edward True
uk.org.publicwhip/lord/100559,uk.org.publicwhip/person/13026,Q174327,David Sainsbury
uk.org.publicwhip/lord/100351,uk.org.publicwhip/person/13634,Q1747305,Robert Kingsdown
uk.org.publicwhip/lord/101222,uk.org.publicwhip/person/25247,Q17489585,David Goddard
uk.org.publicwhip/lord/101213,uk.org.publicwhip/person/25238,Q17489680,Julie Elizabeth Smith
uk.org.publicwhip/lord/101219,uk.org.publicwhip/person/25244,Q17489688,Kathryn Mary Pinnock
uk.org.publicwhip/lord/101207,uk.org.publicwhip/person/25232,Q17489800,Ranbir Singh Suri
uk.org.publicwhip/lord/100489,uk.org.publicwhip/person/12938,Q175162,John Patten
uk.org.publicwhip/lord/100129,uk.org.publicwhip/person/13248,Q175463,Tony Clarke
uk.org.publicwhip/lord/100502,uk.org.publicwhip/person/13425,Q1758664,Peter Pilkington
uk.org.publicwhip/lord/100286,uk.org.publicwhip/person/13493,Q1764746,Oliver Henley
uk.org.publicwhip/lord/100245,uk.org.publicwhip/person/12924,Q177370,Peter Goldsmith
uk.org.publicwhip/lord/100606,uk.org.publicwhip/person/13655,Q1774165,Thomas Frederick Butler 
uk.org.publicwhip/lord/100829,uk.org.publicwhip/person/13453,Q1779960,Timothy John Stevens 
uk.org.publicwhip/lord/100796,uk.org.publicwhip/person/13479,Q1787380,Alexander Leitch
uk.org.publicwhip/lord/101031,uk.org.publicwhip/person/24982,Q1787544,Maeve Christina Mary Sherlock
uk.org.publicwhip/lord/101208,uk.org.publicwhip/person/25233,Q17917450,Michale Stahel Farmer
uk.org.publicwhip/lord/100781,uk.org.publicwhip/person/13196,Q1791962,Kumar Bhattacharyya
uk.org.publicwhip/lord/100958,uk.org.publicwhip/person/13931,Q1793381,Shriti Vadera
uk.org.publicwhip/lord/100584,uk.org.publicwhip/person/13188,Q1799092,Pamela Sharples
uk.org.publicwhip/lord/100571,uk.org.publicwhip/person/13146,Q1809254,Tom Sawyer
uk.org.publicwhip/lord/100605,uk.org.publicwhip/person/13658,Q1809334,Ernest Soulsby
uk.org.publicwhip/lord/100381,uk.org.publicwhip/person/13305,Q180975,Andrew Lloyd-Webber
uk.org.publicwhip/lord/100448,uk.org.publicwhip/person/13035,Q1817220,Lionel Murray
uk.org.publicwhip/lord/100294,uk.org.publicwhip/person/13221,Q1818985,Leonard Hoffmann
uk.org.publicwhip/lord/100823,uk.org.publicwhip/person/13448,Q1819042,Leonard Steinberg
uk.org.publicwhip/lord/100696,uk.org.publicwhip/person/13623,Q1819052,Leonard Wolfson
uk.org.publicwhip/lord/101216,uk.org.publicwhip/person/25241,Q18205954,Caroline Elizabeth Chisholm
uk.org.publicwhip/lord/101212,uk.org.publicwhip/person/25237,Q18206100,Andrew Timothy Cooper
uk.org.publicwhip/lord/100650,uk.org.publicwhip/person/13272,Q1820827,Leslie Turnberg
uk.org.publicwhip/lord/101220,uk.org.publicwhip/person/25245,Q18210190,Natalie Jessica Evans
uk.org.publicwhip/lord/101215,uk.org.publicwhip/person/25240,Q18210280,Christopher Francis Fox
uk.org.publicwhip/lord/101210,uk.org.publicwhip/person/25235,Q18211172,Nosheena Shaheen Mobarik
uk.org.publicwhip/lord/101218,uk.org.publicwhip/person/25243,Q18216906,Christopher John Lennie
uk.org.publicwhip/lord/100824,uk.org.publicwhip/person/13445,Q182533,David Alliance
uk.org.publicwhip/lord/100467,uk.org.publicwhip/person/13434,Q1826280,Lindsay Northover
uk.org.publicwhip/lord/100156,uk.org.publicwhip/person/13098,Q185189,Douglas Cullen
uk.org.publicwhip/lord/100244,uk.org.publicwhip/person/10233,Q1866867,Llin Golding
uk.org.publicwhip/lord/100212,uk.org.publicwhip/person/13472,Q186770,Geoffrey Filkin
uk.org.publicwhip/lord/101233,uk.org.publicwhip/person/25260,Q18746979,Simon Russell
uk.org.publicwhip/lord/100877,uk.org.publicwhip/person/13322,Q187562,Ruth Deech
uk.org.publicwhip/lord/100116,uk.org.publicwhip/person/13012,Q1878797,Lynda Chalker
uk.org.publicwhip/lord/100279,uk.org.publicwhip/person/13147,Q1878814,Lyndon Harrison
uk.org.publicwhip/lord/100135,uk.org.publicwhip/person/13514,Q188502,Sebastian Coe
uk.org.publicwhip/lord/100580,uk.org.publicwhip/person/13184,Q1887022,Malcolm Selsdon
uk.org.publicwhip/lord/100755,uk.org.publicwhip/person/13364,Q1887053,Malcolm Shepherd
uk.org.publicwhip/lord/101062,uk.org.publicwhip/person/25003,Q1894821,Ellen Margaret Eaton
uk.org.publicwhip/lord/100925,uk.org.publicwhip/person/13740,Q1894835,Margaret Ford
uk.org.publicwhip/lord/100803,uk.org.publicwhip/person/13058,Q1894863,Margaret McDonagh
uk.org.publicwhip/lord/100789,uk.org.publicwhip/person/13558,Q1894910,Margaret Wall
uk.org.publicwhip/lord/101049,uk.org.publicwhip/person/24998,Q1894916,Margaret Eileen Joyce Wheeler
uk.org.publicwhip/lord/100634,uk.org.publicwhip/person/12974,Q1905135,Martin Thomas
uk.org.publicwhip/lord/100249,uk.org.publicwhip/person/12915,Q1906271,Mary Goudie
uk.org.publicwhip/lord/100199,uk.org.publicwhip/person/13243,Q1909492,Matthew Evans
uk.org.publicwhip/lord/100922,uk.org.publicwhip/person/13733,Q1911383,Maurice Morrow
uk.org.publicwhip/lord/100496,uk.org.publicwhip/person/13597,Q1911403,Maurice Peston
uk.org.publicwhip/lord/100059,uk.org.publicwhip/person/13692,Q1914355,May Blood
uk.org.publicwhip/lord/100910,uk.org.publicwhip/person/10605,Q192556,David Trimble / William Trimble
uk.org.publicwhip/lord/100967,uk.org.publicwhip/person/10605,Q192556,David Trimble / William Trimble
uk.org.publicwhip/lord/100010,uk.org.publicwhip/person/13105,Q1926783,Michael Allenby
uk.org.publicwhip/lord/100976,uk.org.publicwhip/person/14134,Q1926893,Michael Walton Bates
uk.org.publicwhip/lord/101008,uk.org.publicwhip/person/24708,Q1926972,Michael George Bichard
uk.org.publicwhip/lord/101004,uk.org.publicwhip/person/24706,Q1927449,Michael Francis Perham 
uk.org.publicwhip/lord/101240,uk.org.publicwhip/person/25266,Q19277257,Charles Hay 
uk.org.publicwhip/lord/100904,uk.org.publicwhip/person/13718,Q1927727,Michael John Hastings
uk.org.publicwhip/lord/100451,uk.org.publicwhip/person/13704,Q1928654,Michael Naseby
uk.org.publicwhip/lord/100693,uk.org.publicwhip/person/13618,Q1929333,Michael Charles Scott-Joynt 
uk.org.publicwhip/lord/100673,uk.org.publicwhip/person/12893,Q1929744,Mike Watson
uk.org.publicwhip/lord/101126,uk.org.publicwhip/person/25060,Q1933538,Michael John Storey
uk.org.publicwhip/lord/100940,uk.org.publicwhip/person/13885,Q1943636,Molly Meacher
uk.org.publicwhip/lord/101103,uk.org.publicwhip/person/25043,Q1945210,Monroe Edward Palmer
uk.org.publicwhip/lord/101081,uk.org.publicwhip/person/25022,Q194548,John Kevin Sharkey
uk.org.publicwhip/lord/100574,uk.org.publicwhip/person/13141,Q194713,Patricia Scotland
uk.org.publicwhip/lord/100581,uk.org.publicwhip/person/13183,Q194730,John Sewel
uk.org.publicwhip/lord/101152,uk.org.publicwhip/person/13183,Q194730,John Sewel
uk.org.publicwhip/lord/100795,uk.org.publicwhip/person/13478,Q194733,Diljit Rana
uk.org.publicwhip/lord/100258,uk.org.publicwhip/person/13561,Q194757,Sally Greengross
uk.org.publicwhip/lord/100524,uk.org.publicwhip/person/13244,Q194760,Edward Razzall
uk.org.publicwhip/lord/100532,uk.org.publicwhip/person/13277,Q194813,Chrisopher Rennard
uk.org.publicwhip/lord/100529,uk.org.publicwhip/person/13291,Q194896,William Rees-Mogg
uk.org.publicwhip/lord/100651,uk.org.publicwhip/person/13271,Q1953730,Muriel Turner
uk.org.publicwhip/lord/100487,uk.org.publicwhip/person/12951,Q1965255,Narendra Patel
uk.org.publicwhip/lord/100905,uk.org.publicwhip/person/13717,Q1974719,Neil Forbes Davidson
uk.org.publicwhip/lord/100511,uk.org.publicwhip/person/13071,Q198183,Usha Prashar
uk.org.publicwhip/lord/100576,uk.org.publicwhip/person/13143,Q198242,Rosalind Scott
uk.org.publicwhip/lord/100582,uk.org.publicwhip/person/13186,Q198248,Colin Sharman
uk.org.publicwhip/lord/100583,uk.org.publicwhip/person/13185,Q198305,Margaret Sharp
uk.org.publicwhip/lord/101038,uk.org.publicwhip/person/24991,Q1984928,Nicholas Le Poer Trench 
uk.org.publicwhip/lord/101001,uk.org.publicwhip/person/24700,Q1984977,Nicholas Stewart Reade 
uk.org.publicwhip/lord/100820,uk.org.publicwhip/person/13449,Q1986093,Nicky Chapman
uk.org.publicwhip/lord/100736,uk.org.publicwhip/person/13682,Q1989558,Nigel McCulloch 
uk.org.publicwhip/lord/100872,uk.org.publicwhip/person/13682,Q1989558,Nigel McCulloch 
uk.org.publicwhip/lord/100162,uk.org.publicwhip/person/13397,Q1996551,Nora David
uk.org.publicwhip/lord/100053,uk.org.publicwhip/person/13240,Q1999448,Norman Blackwell
uk.org.publicwhip/lord/100296,uk.org.publicwhip/person/13223,Q1999546,Norman Hogg
uk.org.publicwhip/lord/100670,uk.org.publicwhip/person/12896,Q1999717,Norman Warner
uk.org.publicwhip/lord/100113,uk.org.publicwhip/person/13017,Q201930,Richard Cavendish
uk.org.publicwhip/lord/100459,uk.org.publicwhip/person/13710,Q2019959,Wendy Nicol
uk.org.publicwhip/lord/101132,uk.org.publicwhip/person/25070,Q202923,Michael David Bishop Glendonbrook
uk.org.publicwhip/lord/100987,uk.org.publicwhip/person/14147,Q203096,Susan Catherine Campbell
uk.org.publicwhip/lord/100449,uk.org.publicwhip/person/13036,Q2032852,Oscar Murton
uk.org.publicwhip/lord/101086,uk.org.publicwhip/person/25031,Q2056875,Patience Jane Wheatcroft
uk.org.publicwhip/lord/100298,uk.org.publicwhip/person/13217,Q2057200,Patricia Hollis
uk.org.publicwhip/lord/100786,uk.org.publicwhip/person/13199,Q2057478,Patrick Carter
uk.org.publicwhip/lord/100452,uk.org.publicwhip/person/13703,Q2057844,Francis Neill
uk.org.publicwhip/lord/100701,uk.org.publicwhip/person/13025,Q2058046,Patrick Wright
uk.org.publicwhip/lord/100954,uk.org.publicwhip/person/13926,Q2058908,Paul Bew
uk.org.publicwhip/lord/101200,uk.org.publicwhip/person/25222,Q2059064,Paul Roger Butler 
uk.org.publicwhip/lord/101092,uk.org.publicwhip/person/25026,Q2062610,Paul Cline Strasburger
uk.org.publicwhip/lord/100271,uk.org.publicwhip/person/13139,Q2063101,Paul Hanningfield
uk.org.publicwhip/lord/100962,uk.org.publicwhip/person/13936,Q2063799,Lilian Pauline Neville-Jones
uk.org.publicwhip/lord/100094,uk.org.publicwhip/person/13451,Q2073144,Peta Buscombe
uk.org.publicwhip/lord/100065,uk.org.publicwhip/person/12986,Q2074073,Peter Bowness
uk.org.publicwhip/lord/100223,uk.org.publicwhip/person/13314,Q2074969,Peter Fraser
uk.org.publicwhip/lord/101076,uk.org.publicwhip/person/25018,Q2075616,Peter John Hennessy
uk.org.publicwhip/lord/100368,uk.org.publicwhip/person/13587,Q2076647,Peter Levene
uk.org.publicwhip/lord/100429,uk.org.publicwhip/person/13547,Q2077068,Peter Millett
uk.org.publicwhip/lord/100977,uk.org.publicwhip/person/14135,Q2077618,Peter Price 
uk.org.publicwhip/lord/100793,uk.org.publicwhip/person/10554,Q2078392,Peter Snape
uk.org.publicwhip/lord/100631,uk.org.publicwhip/person/10592,Q2078620,Peter Temple-Morris
uk.org.publicwhip/lord/100575,uk.org.publicwhip/person/13142,Q2079879,Richard Scott
uk.org.publicwhip/lord/100009,uk.org.publicwhip/person/13381,Q2086030,Philip Allen
uk.org.publicwhip/lord/100806,uk.org.publicwhip/person/13053,Q2086183,Philip Gould
uk.org.publicwhip/lord/100314,uk.org.publicwhip/person/13353,Q2086241,Philip Hunt
uk.org.publicwhip/lord/100439,uk.org.publicwhip/person/13275,Q2086349,Philip Moore
uk.org.publicwhip/lord/100652,uk.org.publicwhip/person/13274,Q2100977,Pola Uddin
uk.org.publicwhip/lord/101051,uk.org.publicwhip/person/25000,Q211806,John Warren Shipley
uk.org.publicwhip/lord/100166,uk.org.publicwhip/person/13393,Q211894,Brenda Dean
uk.org.publicwhip/lord/101110,uk.org.publicwhip/person/25046,Q2123669,Qurban Hussain
uk.org.publicwhip/lord/100031,uk.org.publicwhip/person/13525,Q2128612,Raj Bagri
uk.org.publicwhip/lord/101096,uk.org.publicwhip/person/25039,Q2128619,Rajinder Paul Loomba
uk.org.publicwhip/lord/100385,uk.org.publicwhip/person/13301,Q2129725,Ralph Lucas
uk.org.publicwhip/lord/100504,uk.org.publicwhip/person/13427,Q2134237,Raymond Plant
uk.org.publicwhip/lord/100868,uk.org.publicwhip/person/13577,Q2144088,Rennie Fritchie
uk.org.publicwhip/lord/100044,uk.org.publicwhip/person/13507,Q2149085,Richard Best
uk.org.publicwhip/lord/100479,uk.org.publicwhip/person/13168,Q2149722,Richard Douglas Harries  / Richard Harries
uk.org.publicwhip/lord/100937,uk.org.publicwhip/person/13168,Q2149722,Richard Douglas Harries  / Richard Harries
uk.org.publicwhip/lord/100299,uk.org.publicwhip/person/13216,Q2149817,Richard Holme
uk.org.publicwhip/lord/100453,uk.org.publicwhip/person/13702,Q2150285,Richard Newby
uk.org.publicwhip/lord/100556,uk.org.publicwhip/person/13588,Q2150490,Richard Ryder
uk.org.publicwhip/lord/101090,uk.org.publicwhip/person/10561,Q2150632,Richard Spring / Richard John Grenville Spring Risby
uk.org.publicwhip/lord/100019,uk.org.publicwhip/person/13096,Q2156391,Robert Armstrong
uk.org.publicwhip/lord/101077,uk.org.publicwhip/person/25025,Q2156430,Robert George Alexander Balchin Lingfield
uk.org.publicwhip/lord/100176,uk.org.publicwhip/person/13665,Q2156898,Robert Dixon-Smith
uk.org.publicwhip/lord/101099,uk.org.publicwhip/person/25041,Q2156975,Robert Norman Edmiston
uk.org.publicwhip/lord/100312,uk.org.publicwhip/person/13454,Q2157626,Robert Hughes
uk.org.publicwhip/lord/100588,uk.org.publicwhip/person/10535,Q2158815,Robert Sheldon
uk.org.publicwhip/lord/100663,uk.org.publicwhip/person/13117,Q2159125,Robert Walker
uk.org.publicwhip/lord/100668,uk.org.publicwhip/person/13119,Q2159130,Robert Walpole
uk.org.publicwhip/lord/100074,uk.org.publicwhip/person/13640,Q2159724,Robin Bridgeman
uk.org.publicwhip/lord/100552,uk.org.publicwhip/person/13592,Q2159731,Robin Rotherwick
uk.org.publicwhip/lord/100144,uk.org.publicwhip/person/10132,Q2159745,Robin Corbett
uk.org.publicwhip/lord/100597,uk.org.publicwhip/person/13460,Q2161623,Roger Skelmersdale
uk.org.publicwhip/lord/100125,uk.org.publicwhip/person/13257,Q2161654,Roger Chorley
uk.org.publicwhip/lord/101014,uk.org.publicwhip/person/24975,Q2161778,Roger John Liddle
uk.org.publicwhip/lord/100623,uk.org.publicwhip/person/13205,Q2161892,Roger Swinfen
uk.org.publicwhip/lord/100167,uk.org.publicwhip/person/13392,Q2165600,Ronald Dearing
uk.org.publicwhip/lord/100478,uk.org.publicwhip/person/13169,Q2165718,Ronald Oxburgh
uk.org.publicwhip/lord/100527,uk.org.publicwhip/person/13031,Q2176577,Rupert Redesdale
uk.org.publicwhip/lord/100836,uk.org.publicwhip/person/13173,Q2176582,Rupert de Mauley
uk.org.publicwhip/lord/101123,uk.org.publicwhip/person/25058,Q2177683,Margot Ruth Aline Lister
uk.org.publicwhip/lord/100592,uk.org.publicwhip/person/13455,Q219492,David Shutt
uk.org.publicwhip/lord/100792,uk.org.publicwhip/person/13483,Q220008,Anthony Giddens
uk.org.publicwhip/lord/100268,uk.org.publicwhip/person/13422,Q2214692,Sally Hamwee
uk.org.publicwhip/lord/100917,uk.org.publicwhip/person/13730,Q2220828,Sandip Verma
uk.org.publicwhip/lord/100927,uk.org.publicwhip/person/13875,Q2221446,Alexander Bruce-Lockhart
uk.org.publicwhip/lord/100295,uk.org.publicwhip/person/13220,Q2224383,Sarah Hogg
uk.org.publicwhip/lord/100218,uk.org.publicwhip/person/13474,Q222985,Janet Fookes
uk.org.publicwhip/lord/100969,uk.org.publicwhip/person/14126,Q224911,Haleh Afshar
uk.org.publicwhip/lord/101026,uk.org.publicwhip/person/24985,Q2279337,Shireen Olive Ritchie
uk.org.publicwhip/lord/100216,uk.org.publicwhip/person/13468,Q2280215,Shreela Flather
uk.org.publicwhip/lord/100240,uk.org.publicwhip/person/12919,Q2287381,Simon Glenarthur
uk.org.publicwhip/lord/100625,uk.org.publicwhip/person/13207,Q2287412,Simon Tanlaw
uk.org.publicwhip/lord/100815,uk.org.publicwhip/person/12841,Q2287419,Simon Denis Brown
uk.org.publicwhip/lord/100280,uk.org.publicwhip/person/13499,Q2287534,Simon Haskel
uk.org.publicwhip/lord/101035,uk.org.publicwhip/person/24988,Q2287912,Simon Adam Wolfson
uk.org.publicwhip/lord/100530,uk.org.publicwhip/person/12967,Q232260,Ruth Rendell
uk.org.publicwhip/lord/100780,uk.org.publicwhip/person/13197,Q2331728,Stanley Kalms
uk.org.publicwhip/lord/100833,uk.org.publicwhip/person/13176,Q23368,Chris Patten
uk.org.publicwhip/lord/100982,uk.org.publicwhip/person/14139,Q2344609,Stephen Andrew Carter
uk.org.publicwhip/lord/101161,uk.org.publicwhip/person/25179,Q2348468,Michael Fitzhardinge Berkeley
uk.org.publicwhip/lord/100520,uk.org.publicwhip/person/13038,Q2357948,Stuart Randall
uk.org.publicwhip/lord/100419,uk.org.publicwhip/person/12909,Q2368850,Susan Masham
uk.org.publicwhip/lord/100638,uk.org.publicwhip/person/12935,Q2368965,Susan Thomas
uk.org.publicwhip/lord/100547,uk.org.publicwhip/person/13329,Q237412,Richard Rogers
uk.org.publicwhip/lord/100809,uk.org.publicwhip/person/10516,Q2399855,Ted Rowlands
uk.org.publicwhip/lord/100957,uk.org.publicwhip/person/13930,Q24039,Digby Jones
uk.org.publicwhip/lord/100993,uk.org.publicwhip/person/13930,Q24039,Digby Jones
uk.org.publicwhip/lord/100093,uk.org.publicwhip/person/13430,Q2404469,Terence Burns
uk.org.publicwhip/lord/100636,uk.org.publicwhip/person/12972,Q2404534,Terence Thomas
uk.org.publicwhip/lord/100052,uk.org.publicwhip/person/13241,Q2406249,Tessa Blackstone
uk.org.publicwhip/lord/100334,uk.org.publicwhip/person/12863,Q24082,Charles Jenkin
uk.org.publicwhip/lord/100284,uk.org.publicwhip/person/13495,Q24165,Helene Hayman
uk.org.publicwhip/lord/101146,uk.org.publicwhip/person/13495,Q24165,Helene Hayman
uk.org.publicwhip/lord/101147,uk.org.publicwhip/person/13495,Q24165,Helene Hayman
uk.org.publicwhip/lord/101136,uk.org.publicwhip/person/25146,Q2422094,Thomas Henry Ashton
uk.org.publicwhip/lord/100075,uk.org.publicwhip/person/13639,Q2422688,Thomas Bridges
uk.org.publicwhip/lord/100091,uk.org.publicwhip/person/13343,Q2422791,Tom Burlison
uk.org.publicwhip/lord/100048,uk.org.publicwhip/person/13501,Q2424692,Thomas Bingham
uk.org.publicwhip/lord/100118,uk.org.publicwhip/person/13010,Q2425912,Tom Chandos
uk.org.publicwhip/lord/101017,uk.org.publicwhip/person/10376,Q2426048,Thomas McAvoy / Thomas McLaughlin McAvoy
uk.org.publicwhip/lord/100408,uk.org.publicwhip/person/13129,Q2426067,Tom McNally
uk.org.publicwhip/lord/100493,uk.org.publicwhip/person/10475,Q2426468,Tom Pendry
uk.org.publicwhip/lord/100963,uk.org.publicwhip/person/13939,Q24266,Robin Berry Janvrin
uk.org.publicwhip/lord/100627,uk.org.publicwhip/person/13209,Q2427590,Tom Taylor
uk.org.publicwhip/lord/100735,uk.org.publicwhip/person/13685,Q2427590,Thomas Taylor
uk.org.publicwhip/lord/101141,uk.org.publicwhip/person/25156,Q2433925,Tim Dakin 
uk.org.publicwhip/lord/100534,uk.org.publicwhip/person/13279,Q2434248,Timothy Renton
uk.org.publicwhip/lord/101158,uk.org.publicwhip/person/25176,Q2434330,Timothy Martin Thornton 
uk.org.publicwhip/lord/100040,uk.org.publicwhip/person/13503,Q2435113,Timothy Bell
uk.org.publicwhip/lord/101091,uk.org.publicwhip/person/25032,Q2435579,Tina Wendy Stowell
uk.org.publicwhip/lord/100126,uk.org.publicwhip/person/13256,Q2442481,Tony Christopher
uk.org.publicwhip/lord/100255,uk.org.publicwhip/person/13572,Q2442570,Anthony Greaves
uk.org.publicwhip/lord/100601,uk.org.publicwhip/person/13654,Q247911,Trevor Smith
uk.org.publicwhip/lord/100225,uk.org.publicwhip/person/13308,Q2508787,Valerian Freyberg
uk.org.publicwhip/lord/100304,uk.org.publicwhip/person/13078,Q2508844,Valerie Howarth
uk.org.publicwhip/lord/100373,uk.org.publicwhip/person/13648,Q2517444,Veronica Linklater
uk.org.publicwhip/lord/100005,uk.org.publicwhip/person/13369,Q2522180,Victor Adebowale
uk.org.publicwhip/lord/100011,uk.org.publicwhip/person/13104,Q2539282,Waheed Alli
uk.org.publicwhip/lord/100934,uk.org.publicwhip/person/13878,Q2542530,Wallace Browne
uk.org.publicwhip/lord/101078,uk.org.publicwhip/person/25023,Q254392,Andrew Simon Feldman
uk.org.publicwhip/lord/101131,uk.org.publicwhip/person/25069,Q255795,William Nigel Stock 
uk.org.publicwhip/lord/101118,uk.org.publicwhip/person/10341,Q256225,Oona King / Oona Tamsyn King
uk.org.publicwhip/lord/101050,uk.org.publicwhip/person/24999,Q2571021,Robert Wilfrid Stevenson
uk.org.publicwhip/lord/100057,uk.org.publicwhip/person/13236,Q2578068,William Blease
uk.org.publicwhip/lord/100068,uk.org.publicwhip/person/13028,Q2578108,William Bradshaw
uk.org.publicwhip/lord/100072,uk.org.publicwhip/person/13638,Q2578113,Bill Brett
uk.org.publicwhip/lord/100192,uk.org.publicwhip/person/13232,Q2578649,Robert Elliott
uk.org.publicwhip/lord/100246,uk.org.publicwhip/person/12921,Q2579330,William Goodhart
uk.org.publicwhip/lord/100392,uk.org.publicwhip/person/13562,Q2579916,William McCarthy
uk.org.publicwhip/lord/100802,uk.org.publicwhip/person/13057,Q2579939,William McKenzie
uk.org.publicwhip/lord/100659,uk.org.publicwhip/person/13263,Q2580921,William Wade
uk.org.publicwhip/lord/100800,uk.org.publicwhip/person/13055,Q260272,Julia Neuberger
uk.org.publicwhip/lord/101223,uk.org.publicwhip/person/25248,Q2618302,Stuart Alan Ransom Rose
uk.org.publicwhip/lord/100831,uk.org.publicwhip/person/13174,Q262551,George Henry Cassidy 
uk.org.publicwhip/lord/100901,uk.org.publicwhip/person/13174,Q262551,George Henry Cassidy 
uk.org.publicwhip/lord/100102,uk.org.publicwhip/person/13679,Q2636648,Alan Campbell
uk.org.publicwhip/lord/101191,uk.org.publicwhip/person/25211,Q2636847,Alan Gregory Clayton Smith 
uk.org.publicwhip/lord/100674,uk.org.publicwhip/person/12900,Q2636867,Alan Watson
uk.org.publicwhip/lord/100043,uk.org.publicwhip/person/13506,Q2641831,Alex Bernstein
uk.org.publicwhip/lord/101139,uk.org.publicwhip/person/25177,Q26419,Justin Portal Welby 
uk.org.publicwhip/lord/101159,uk.org.publicwhip/person/25177,Q26419,Justin Portal Welby 
uk.org.publicwhip/lord/101143,uk.org.publicwhip/person/25162,Q2643160,Alexander John Trees
