person_id,speaker,person,personLabel
uk.org.publicwhip/person/26095,NA,http://www.wikidata.org/entity/Q75409722,"Simon Murray, Baron Murray of Blidworth"
uk.org.publicwhip/person/26096,NA,http://www.wikidata.org/entity/Q75374309,"John Humphrey Arnott Pakington, 7th Baron Hampton"
uk.org.publicwhip/person/26097,NA,http://www.wikidata.org/entity/Q6831347,Michael Ipgrave
uk.org.publicwhip/person/26098,NA,http://www.wikidata.org/entity/Q7620953,"Timothy Elliot-Murray-Kynynmound, 7th Earl of Minto"
uk.org.publicwhip/person/26099,NA,http://www.wikidata.org/entity/Q52481680,"Massey Lopes, 4th Baron Roborough"
uk.org.publicwhip/person/26100,NA,http://www.wikidata.org/entity/Q75272360,"Mark Cubitt, 5th Baron Ashcombe"
uk.org.publicwhip/person/26101,NA,http://www.wikidata.org/entity/Q75634404,"Edward Howard, 8th Earl of Effingham"
uk.org.publicwhip/person/26102,NA,http://www.wikidata.org/entity/Q63929260,"Sharon Taylor, Baroness Taylor of Stevenage"
uk.org.publicwhip/person/26103,NA,http://www.wikidata.org/entity/Q167163,"Ruth Lea, Baroness Lea of Lymm"
uk.org.publicwhip/person/26104,NA,http://www.wikidata.org/entity/Q114669176,"Sonny Leong, Baron Leong"
uk.org.publicwhip/person/26105,NA,http://www.wikidata.org/entity/Q4758403,"Andrew Roberts, Baron Roberts of Belgravia"
uk.org.publicwhip/person/26106,NA,http://www.wikidata.org/entity/Q76363328,"Kuldip Sahota, Baron Sahota"
uk.org.publicwhip/person/26107,NA,http://www.wikidata.org/entity/Q5615260,"Guglielmo Verdirame, Baron Verdirame"
uk.org.publicwhip/person/26108,NA,http://www.wikidata.org/entity/Q6831152,"Michael Hintze, Baron Hintze"
uk.org.publicwhip/person/26109,NA,http://www.wikidata.org/entity/Q114669178,"Sheila Lawlor, Baroness Lawlor"
uk.org.publicwhip/person/26110,NA,http://www.wikidata.org/entity/Q114901416,Teresa O'Neill
uk.org.publicwhip/person/26111,NA,http://www.wikidata.org/entity/Q466993,"Dambisa Moyo, Baroness Moyo"
uk.org.publicwhip/person/26112,NA,http://www.wikidata.org/entity/Q4792148,Arlene Foster
uk.org.publicwhip/person/26113,NA,http://www.wikidata.org/entity/Q7177640,Peter Weir
uk.org.publicwhip/person/26114,NA,http://www.wikidata.org/entity/Q3826408,"Peter Hendy, Baron Hendy of Richmond Hill"
uk.org.publicwhip/person/26115,NA,http://www.wikidata.org/entity/Q6375588,"Kate Lampard, Baroness Lampard"
uk.org.publicwhip/person/26116,NA,http://www.wikidata.org/entity/Q5229599,"Dave Prentis, Baron Prentis of Leeds"
uk.org.publicwhip/person/26117,NA,http://www.wikidata.org/entity/Q7626940,"Stuart Peach, Baron Peach"
uk.org.publicwhip/person/26119,NA,http://www.wikidata.org/entity/Q5478876,"Frances O'Grady, Baroness O'Grady of Upper Holloway"
uk.org.publicwhip/person/26121,NA,http://www.wikidata.org/entity/Q97467298,"Tony Sewell, Baron Sewell of Sanderstead"
uk.org.publicwhip/person/26122,NA,NA,NA
uk.org.publicwhip/person/26258,NA,NA,NA
uk.org.publicwhip/person/26259,NA,NA,NA
uk.org.publicwhip/person/26260,NA,NA,NA
uk.org.publicwhip/person/26261,NA,NA,NA
uk.org.publicwhip/person/26262,NA,NA,NA
uk.org.publicwhip/person/26263,NA,NA,NA
uk.org.publicwhip/person/26265,NA,NA,NA
uk.org.publicwhip/person/26266,NA,NA,NA
uk.org.publicwhip/person/26267,NA,NA,NA
uk.org.publicwhip/person/26273,NA,NA,NA
uk.org.publicwhip/person/26275,NA,NA,NA
uk.org.publicwhip/person/26279,NA,NA,NA
uk.org.publicwhip/person/12883,uk.org.publicwhip/lord/100020,http://www.wikidata.org/entity/Q335944,"Arthur Gore, 9th Earl of Arran"
uk.org.publicwhip/person/13351,uk.org.publicwhip/lord/100099,http://www.wikidata.org/entity/Q335726,"Malcolm Sinclair, 20th Earl of Caithness"
uk.org.publicwhip/person/13516,uk.org.publicwhip/lord/100137,http://www.wikidata.org/entity/Q1899996,"Mark Colville, 4th Viscount Colville of Culross"
uk.org.publicwhip/person/12873,uk.org.publicwhip/lord/100145,http://www.wikidata.org/entity/Q280260,"Patrick Stopford, 9th Earl of Courtown"
uk.org.publicwhip/person/12999,uk.org.publicwhip/lord/100181,http://www.wikidata.org/entity/Q336208,"Alexander Scrymgeour, 12th Earl of Dundee"
uk.org.publicwhip/person/13229,uk.org.publicwhip/lord/100197,http://www.wikidata.org/entity/Q1921921,"Merlin Hay, 24th Earl of Erroll"
uk.org.publicwhip/person/13573,uk.org.publicwhip/lord/100254,http://www.wikidata.org/entity/Q5645354,"Hamish Gray, Baron Gray of Contin"
uk.org.publicwhip/person/13082,uk.org.publicwhip/lord/100300,http://www.wikidata.org/entity/Q335945,"David Douglas-Home, 15th Earl of Home"
uk.org.publicwhip/person/13647,uk.org.publicwhip/lord/100372,http://www.wikidata.org/entity/Q335679,"James Lindesay-Bethune, 16th Earl of Lindsay"
uk.org.publicwhip/person/13646,uk.org.publicwhip/lord/100375,http://www.wikidata.org/entity/Q177104,"Francis Hare, 6th Earl of Listowel"
uk.org.publicwhip/person/13298,uk.org.publicwhip/lord/100377,http://www.wikidata.org/entity/Q1292220,"Edward Foljambe, 5th Earl of Liverpool"
uk.org.publicwhip/person/12904,uk.org.publicwhip/lord/100414,http://www.wikidata.org/entity/Q799230,"Margaret of Mar, 31st Countess of Mar"
uk.org.publicwhip/person/12903,uk.org.publicwhip/lord/100415,http://www.wikidata.org/entity/Q337135,"James Erskine, 14th Earl of Mar"
uk.org.publicwhip/person/13289,uk.org.publicwhip/lord/100437,http://www.wikidata.org/entity/Q335692,"James Graham, 8th Duke of Montrose"
uk.org.publicwhip/person/13437,uk.org.publicwhip/lord/100462,http://www.wikidata.org/entity/Q336947,"Miles Fitzalan-Howard, 17th Duke of Norfolk"
uk.org.publicwhip/person/13436,uk.org.publicwhip/lord/100465,http://www.wikidata.org/entity/Q336930,"David Carnegie, 14th Earl of Northesk"
uk.org.publicwhip/person/13166,uk.org.publicwhip/lord/100473,http://www.wikidata.org/entity/Q302709,"Michael Onslow, 7th Earl of Onslow"
uk.org.publicwhip/person/13006,uk.org.publicwhip/lord/100551,http://www.wikidata.org/entity/Q2078437,"Peter St Clair-Erskine, 7th Earl of Rosslyn"
uk.org.publicwhip/person/13633,uk.org.publicwhip/lord/100569,http://www.wikidata.org/entity/Q335733,"John Montagu, 11th Earl of Sandwich"
uk.org.publicwhip/person/13181,uk.org.publicwhip/lord/100578,http://www.wikidata.org/entity/Q1701316,"John Palmer, 4th Earl of Selborne"
uk.org.publicwhip/person/13152,uk.org.publicwhip/lord/100591,http://www.wikidata.org/entity/Q1063940,"Charles Chetwynd-Talbot, 22nd Earl of Shrewsbury"
uk.org.publicwhip/person/13657,uk.org.publicwhip/lord/100604,http://www.wikidata.org/entity/Q335260,"Antony Armstrong-Jones, 1st Earl of Snowdon"
uk.org.publicwhip/person/13266,uk.org.publicwhip/lord/100713,http://www.wikidata.org/entity/Q5722880,"Henry Herbert, 7th Earl of Carnarvon"
uk.org.publicwhip/person/13404,uk.org.publicwhip/lord/100728,http://www.wikidata.org/entity/Q7345247,Robert Hardy
uk.org.publicwhip/person/13403,uk.org.publicwhip/lord/100729,http://www.wikidata.org/entity/Q2295962,"Frank Pakenham, 7th Earl of Longford"
uk.org.publicwhip/person/12837,uk.org.publicwhip/lord/100811,http://www.wikidata.org/entity/Q1820785,Leslie Griffiths
uk.org.publicwhip/person/13450,uk.org.publicwhip/lord/100821,http://www.wikidata.org/entity/Q574174,"Anthony Young, Baron Young of Norwood Green"
uk.org.publicwhip/person/13170,uk.org.publicwhip/lord/100835,http://www.wikidata.org/entity/Q335671,"Patrick Boyle, 10th Earl of Glasgow"
uk.org.publicwhip/person/13151,uk.org.publicwhip/lord/100842,http://www.wikidata.org/entity/Q499613,"Edward Fitzalan-Howard, 18th Duke of Norfolk"
uk.org.publicwhip/person/13716,uk.org.publicwhip/lord/100902,http://www.wikidata.org/entity/Q508131,Andrew Turnbull
uk.org.publicwhip/person/25251,uk.org.publicwhip/lord/101226,http://www.wikidata.org/entity/Q7298569,"Raymond Asquith, 3rd Earl of Oxford and Asquith"
uk.org.publicwhip/person/13935,uk.org.publicwhip/royal/-1,http://www.wikidata.org/entity/Q9682,Elizabeth II
