person_id,family_name,given_name,item
uk.org.publicwhip/person/19725,Agnew,Peter,http://www.wikidata.org/entity/Q7528453
uk.org.publicwhip/person/16446,Aitken,John,http://www.wikidata.org/entity/Q7528323
uk.org.publicwhip/person/22022,Lindsay,Martin,http://www.wikidata.org/entity/Q7528299
uk.org.publicwhip/person/16840,Bullock,Malcolm,http://www.wikidata.org/entity/Q7528282
uk.org.publicwhip/person/18963,Ropner,Leonard,http://www.wikidata.org/entity/Q7528250
uk.org.publicwhip/person/18770,Pickthorn,Kenneth,http://www.wikidata.org/entity/Q7528223
uk.org.publicwhip/person/22009,Thompson,Kenneth,http://www.wikidata.org/entity/Q7528221
uk.org.publicwhip/person/21972,Smyth,John,http://www.wikidata.org/entity/Q7528079
uk.org.publicwhip/person/18945,Rodgers,John,http://www.wikidata.org/entity/Q7528026
uk.org.publicwhip/person/21995,Mellor,John,http://www.wikidata.org/entity/Q7527931
uk.org.publicwhip/person/21961,Barlow,John,http://www.wikidata.org/entity/Q7527585
uk.org.publicwhip/person/19721,Arbuthnot,John,http://www.wikidata.org/entity/Q7527560
uk.org.publicwhip/person/18179,Lucas,Jocelyn,http://www.wikidata.org/entity/Q7527535
uk.org.publicwhip/person/21932,Hutchison,James,http://www.wikidata.org/entity/Q7527444
uk.org.publicwhip/person/17744,Henderson-Stewart,James,http://www.wikidata.org/entity/Q7527433
uk.org.publicwhip/person/21917,Duncan,James,http://www.wikidata.org/entity/Q7527411
uk.org.publicwhip/person/21878,Williams,Herbert,http://www.wikidata.org/entity/Q7527259
uk.org.publicwhip/person/19528,Willink,Henry,http://www.wikidata.org/entity/Q7527226
uk.org.publicwhip/person/17988,Kerr,Hamilton,http://www.wikidata.org/entity/Q7527030
uk.org.publicwhip/person/21786,Lloyd,Guy,http://www.wikidata.org/entity/Q7527025
uk.org.publicwhip/person/16773,Braithwaite,Joseph,http://www.wikidata.org/entity/Q7527013
uk.org.publicwhip/person/19330,Touche,Gordon,http://www.wikidata.org/entity/Q7526994
uk.org.publicwhip/person/21841,Nicholson,Godfrey,http://www.wikidata.org/entity/Q7526990
uk.org.publicwhip/person/21808,Graham,Fergus,http://www.wikidata.org/entity/Q7526665
uk.org.publicwhip/person/21775,Errington,Eric,http://www.wikidata.org/entity/Q7526647
uk.org.publicwhip/person/21716,Headlam,Cuthbert,http://www.wikidata.org/entity/Q7526374
uk.org.publicwhip/person/18754,Peto,Christopher,http://www.wikidata.org/entity/Q7526332
uk.org.publicwhip/person/18796,Ponsonby,Charles,http://www.wikidata.org/entity/Q7526278
uk.org.publicwhip/person/21683,Hudson,Austin,http://www.wikidata.org/entity/Q7526090
uk.org.publicwhip/person/18450,Meyer,Anthony,http://www.wikidata.org/entity/Q7526020
uk.org.publicwhip/person/18631,Nutting,Anthony,http://www.wikidata.org/entity/Q7526018
uk.org.publicwhip/person/22162,Digby,Simon,http://www.wikidata.org/entity/Q7520070
uk.org.publicwhip/person/22160,Mahon,Simon,http://www.wikidata.org/entity/Q7519253
uk.org.publicwhip/person/17034,Coombs,Simon,http://www.wikidata.org/entity/Q7518513
uk.org.publicwhip/person/25984,Mortimer,Jill,http://www.wikidata.org/entity/Q75179504
uk.org.publicwhip/person/22560,Shephard,Sidney,http://www.wikidata.org/entity/Q7509336
uk.org.publicwhip/person/22563,Marshall,Sydney,http://www.wikidata.org/entity/Q7509218
uk.org.publicwhip/person/17267,Dye,Sidney,http://www.wikidata.org/entity/Q7509034
uk.org.publicwhip/person/10319,Jones,Helen,http://www.wikidata.org/entity/Q750421
uk.org.publicwhip/person/11003,Jones,Kevan,http://www.wikidata.org/entity/Q750411
uk.org.publicwhip/person/24745,Jones,Marcus,http://www.wikidata.org/entity/Q750398
uk.org.publicwhip/person/24720,Jones,Susan Elan,http://www.wikidata.org/entity/Q750381
uk.org.publicwhip/person/10685,Joyce,Eric,http://www.wikidata.org/entity/Q750364
uk.org.publicwhip/person/10327,Kaufman,Gerald,http://www.wikidata.org/entity/Q750345
uk.org.publicwhip/person/11943,Keeley,Barbara,http://www.wikidata.org/entity/Q750293
uk.org.publicwhip/person/24838,Kelly,Chris,http://www.wikidata.org/entity/Q750279
uk.org.publicwhip/person/24816,Kendall,Liz,http://www.wikidata.org/entity/Q750260
uk.org.publicwhip/person/24900,Kirby,Simon,http://www.wikidata.org/entity/Q750228
uk.org.publicwhip/person/11026,Knight,Greg,http://www.wikidata.org/entity/Q750219
uk.org.publicwhip/person/24770,Kwarteng,Kwasi,http://www.wikidata.org/entity/Q750204
uk.org.publicwhip/person/10348,Laing,Eleanor,http://www.wikidata.org/entity/Q750188
uk.org.publicwhip/person/11032,Lamb,Norman,http://www.wikidata.org/entity/Q750179
uk.org.publicwhip/person/11715,Ainger,Nick,http://www.wikidata.org/entity/Q750161
uk.org.publicwhip/person/24821,Latham,Pauline,http://www.wikidata.org/entity/Q750135
uk.org.publicwhip/person/24963,Lavery,Ian,http://www.wikidata.org/entity/Q750129
uk.org.publicwhip/person/11038,Lazarowicz,Mark,http://www.wikidata.org/entity/Q750104
uk.org.publicwhip/person/24829,Leadsom,Andrea,http://www.wikidata.org/entity/Q750091
uk.org.publicwhip/person/24757,Lee,Jessica,http://www.wikidata.org/entity/Q750078
uk.org.publicwhip/person/24765,Lee,Phillip,http://www.wikidata.org/entity/Q750061
uk.org.publicwhip/person/10390,McIsaac,Shona,http://www.wikidata.org/entity/Q7500345
uk.org.publicwhip/person/11707,Leech,John,http://www.wikidata.org/entity/Q750033
uk.org.publicwhip/person/24760,Lefroy,Jeremy,http://www.wikidata.org/entity/Q750018
uk.org.publicwhip/person/10352,Leigh,Edward,http://www.wikidata.org/entity/Q749980
uk.org.publicwhip/person/19242,Summerskill,Shirley,http://www.wikidata.org/entity/Q7498860
uk.org.publicwhip/person/24891,Leslie,Charlotte,http://www.wikidata.org/entity/Q749793
uk.org.publicwhip/person/10354,Leslie,Chris,http://www.wikidata.org/entity/Q749759
uk.org.publicwhip/person/24879,Lewis,Brandon,http://www.wikidata.org/entity/Q749687
uk.org.publicwhip/person/10357,Lewis,Ivan,http://www.wikidata.org/entity/Q749659
uk.org.publicwhip/person/10358,Lewis,Julian,http://www.wikidata.org/entity/Q749612
uk.org.publicwhip/person/19737,Wright,Sheila,http://www.wikidata.org/entity/Q7493176
uk.org.publicwhip/person/17347,Faith,Sheila,http://www.wikidata.org/entity/Q7493042
uk.org.publicwhip/person/11048,Liddell-Grainger,Ian,http://www.wikidata.org/entity/Q748955
uk.org.publicwhip/person/10361,Lidington,David,http://www.wikidata.org/entity/Q748837
uk.org.publicwhip/person/16999,Cocks,Frederick,http://www.wikidata.org/entity/Q7459145
uk.org.publicwhip/person/16417,Hughes,Sean,http://www.wikidata.org/entity/Q7441092
uk.org.publicwhip/person/10438,Ainger,Nick,http://www.wikidata.org/entity/Q74329
uk.org.publicwhip/person/19731,Allen,Sydney,http://www.wikidata.org/entity/Q7432084
uk.org.publicwhip/person/11766,McCarthy-Fry,Sarah,http://www.wikidata.org/entity/Q7422588
uk.org.publicwhip/person/25168,Champion,Sarah,http://www.wikidata.org/entity/Q7422176
uk.org.publicwhip/person/17923,Jeger,Santo,http://www.wikidata.org/entity/Q7420531
uk.org.publicwhip/person/19284,Ainger,Nick,http://www.wikidata.org/entity/Q7416
uk.org.publicwhip/person/19814,Storey,Samuel,http://www.wikidata.org/entity/Q7412711
uk.org.publicwhip/person/19092,Silkin,Sam,http://www.wikidata.org/entity/Q7412628
uk.org.publicwhip/person/19054,Segal,Samuel,http://www.wikidata.org/entity/Q7412587
uk.org.publicwhip/person/10328,Keeble,Sally,http://www.wikidata.org/entity/Q7405184
uk.org.publicwhip/person/22254,Davies,Stephen,http://www.wikidata.org/entity/Q7387725
uk.org.publicwhip/person/17986,Kerr,Russell,http://www.wikidata.org/entity/Q7381617
uk.org.publicwhip/person/17345,Fairgrieve,Russell,http://www.wikidata.org/entity/Q7381500
uk.org.publicwhip/person/17145,De La Bere,Rupert,http://www.wikidata.org/entity/Q7380377
uk.org.publicwhip/person/19157,Speir,Rupert,http://www.wikidata.org/entity/Q7380363
uk.org.publicwhip/person/25284,Huq,Rupa,http://www.wikidata.org/entity/Q7380182
uk.org.publicwhip/person/19701,Wise,Roy,http://www.wikidata.org/entity/Q7373520
uk.org.publicwhip/person/19290,Thomason,Roy,http://www.wikidata.org/entity/Q7373423
uk.org.publicwhip/person/22157,Roebuck,Roy,http://www.wikidata.org/entity/Q7373310
uk.org.publicwhip/person/17476,Galley,Roy,http://www.wikidata.org/entity/Q7372829
uk.org.publicwhip/person/14611,Barnes,Rosie,http://www.wikidata.org/entity/Q7368880
uk.org.publicwhip/person/22153,Williams,Ronald,http://www.wikidata.org/entity/Q7365398
uk.org.publicwhip/person/22151,Thomas,Ronald,http://www.wikidata.org/entity/Q7365322
uk.org.publicwhip/person/19038,Scott-Miller,Ronald,http://www.wikidata.org/entity/Q7365266
uk.org.publicwhip/person/22152,Russell,Ronald,http://www.wikidata.org/entity/Q7365248
uk.org.publicwhip/person/22148,Lewis,Ronald,http://www.wikidata.org/entity/Q7365060
uk.org.publicwhip/person/22149,Murray,Ronald,http://www.wikidata.org/entity/Q7365023
uk.org.publicwhip/person/22144,Chamberlain,Ronald,http://www.wikidata.org/entity/Q7364734
uk.org.publicwhip/person/22154,Brown,Ronald,http://www.wikidata.org/entity/Q7364703
uk.org.publicwhip/person/16781,Bray,Ronald,http://www.wikidata.org/entity/Q7364692
uk.org.publicwhip/person/22150,Bell,Ronald,http://www.wikidata.org/entity/Q7364676
uk.org.publicwhip/person/19729,Atkins,Ronald,http://www.wikidata.org/entity/Q7364652
uk.org.publicwhip/person/16388,Leighton,Ron,http://www.wikidata.org/entity/Q7364072
uk.org.publicwhip/person/18084,Ledger,Ronald,http://www.wikidata.org/entity/Q7364070
uk.org.publicwhip/person/10294,Howells,Kim,http://www.wikidata.org/entity/Q736160
uk.org.publicwhip/person/17234,Williams,Rolf,http://www.wikidata.org/entity/Q7360709
uk.org.publicwhip/person/21993,Robinson,Roland,http://www.wikidata.org/entity/Q7360409
uk.org.publicwhip/person/18528,Moyle,Roland,http://www.wikidata.org/entity/Q7360351
uk.org.publicwhip/person/22142,Jennings,Roland,http://www.wikidata.org/entity/Q7360294
uk.org.publicwhip/person/22143,Hamilton,Roland,http://www.wikidata.org/entity/Q7360262
uk.org.publicwhip/person/22140,White,Roger,http://www.wikidata.org/entity/Q7359110
uk.org.publicwhip/person/22602,Thomas,Roger,http://www.wikidata.org/entity/Q7359001
uk.org.publicwhip/person/10572,Stott,Roger,http://www.wikidata.org/entity/Q7358960
uk.org.publicwhip/person/19103,Sims,Roger,http://www.wikidata.org/entity/Q7358919
uk.org.publicwhip/person/18469,Moate,Roger,http://www.wikidata.org/entity/Q7358667
uk.org.publicwhip/person/18022,Knapman,Roger,http://www.wikidata.org/entity/Q7358482
uk.org.publicwhip/person/22621,King,Roger,http://www.wikidata.org/entity/Q7358460
uk.org.publicwhip/person/22651,Evans,Roger,http://www.wikidata.org/entity/Q7358444
uk.org.publicwhip/person/22139,Cooke,Roger,http://www.wikidata.org/entity/Q7358263
uk.org.publicwhip/person/22138,Fleetwood-Hesketh,Roger,http://www.wikidata.org/entity/Q7358194
uk.org.publicwhip/person/16737,Bowen,Roderic,http://www.wikidata.org/entity/Q7356568
uk.org.publicwhip/person/20571,Richards,Rod,http://www.wikidata.org/entity/Q7356340
uk.org.publicwhip/person/19374,Turton,Robin,http://www.wikidata.org/entity/Q7352835
uk.org.publicwhip/person/22600,Squire,Robin,http://www.wikidata.org/entity/Q7352800
uk.org.publicwhip/person/18362,Maxwell-Hyslop,Robin,http://www.wikidata.org/entity/Q7352645
uk.org.publicwhip/person/16950,Chichester-Clark,Robin,http://www.wikidata.org/entity/Q7352318
uk.org.publicwhip/person/19727,Young,Robert,http://www.wikidata.org/entity/Q7351326
uk.org.publicwhip/person/10310,Jackson,Robert,http://www.wikidata.org/entity/Q7350550
uk.org.publicwhip/person/19301,Thorp,Robert,http://www.wikidata.org/entity/Q7350384
uk.org.publicwhip/person/22125,Taylor,Robert,http://www.wikidata.org/entity/Q7350292
uk.org.publicwhip/person/22129,Taylor,Robert,http://www.wikidata.org/entity/Q7350290
uk.org.publicwhip/person/22123,Ryder,Robert,http://www.wikidata.org/entity/Q7349441
uk.org.publicwhip/person/22115,Richards,Robert,http://www.wikidata.org/entity/Q7349268
uk.org.publicwhip/person/18913,Rhodes James,Robert,http://www.wikidata.org/entity/Q7349255
uk.org.publicwhip/person/22133,Redmond,Robert,http://www.wikidata.org/entity/Q7349202
uk.org.publicwhip/person/22117,Parry,Robert,http://www.wikidata.org/entity/Q7348751
uk.org.publicwhip/person/16410,McTaggart,Robert,http://www.wikidata.org/entity/Q7347594
uk.org.publicwhip/person/18386,McCrindle,Robert,http://www.wikidata.org/entity/Q7347488
uk.org.publicwhip/person/10380,McCartney,Robert,http://www.wikidata.org/entity/Q7347473
uk.org.publicwhip/person/22670,Mathew,Robert,http://www.wikidata.org/entity/Q7347411
uk.org.publicwhip/person/22556,Howarth,Robert,http://www.wikidata.org/entity/Q7345644
uk.org.publicwhip/person/22118,Hicks,Robert,http://www.wikidata.org/entity/Q7345495
uk.org.publicwhip/person/17722,Ainger,Nick,http://www.wikidata.org/entity/Q7345346
uk.org.publicwhip/person/22616,Harvey,Robert,http://www.wikidata.org/entity/Q7345299
uk.org.publicwhip/person/20304,Hughes,Robert,http://www.wikidata.org/entity/Q7345005
uk.org.publicwhip/person/22135,Grimston,Robert,http://www.wikidata.org/entity/Q7344973
uk.org.publicwhip/person/17576,Grant-Ferris,Robert,http://www.wikidata.org/entity/Q7344909
uk.org.publicwhip/person/22116,Edwards,Robert,http://www.wikidata.org/entity/Q7343988
uk.org.publicwhip/person/22130,Davies,Robert,http://www.wikidata.org/entity/Q7343427
uk.org.publicwhip/person/17096,Crouch,Robert,http://www.wikidata.org/entity/Q7343217
uk.org.publicwhip/person/22127,Cooke,Robert,http://www.wikidata.org/entity/Q7343089
uk.org.publicwhip/person/16889,Cant,Robert,http://www.wikidata.org/entity/Q7342733
uk.org.publicwhip/person/22121,Brown,Robert,http://www.wikidata.org/entity/Q7342399
uk.org.publicwhip/person/16770,Bradford,Robert,http://www.wikidata.org/entity/Q7342295
uk.org.publicwhip/person/16717,Boscawen,Robert,http://www.wikidata.org/entity/Q7342224
uk.org.publicwhip/person/22343,Banks,Robert,http://www.wikidata.org/entity/Q7341850
uk.org.publicwhip/person/19728,Allan,Robert,http://www.wikidata.org/entity/Q7341442
uk.org.publicwhip/person/14200,Adley,Robert,http://www.wikidata.org/entity/Q7341370
uk.org.publicwhip/person/11095,Marris,Rob,http://www.wikidata.org/entity/Q7340341
uk.org.publicwhip/person/19546,Winterbottom,Richard,http://www.wikidata.org/entity/Q7330046
uk.org.publicwhip/person/19420,Wainwright,Richard,http://www.wikidata.org/entity/Q7329753
uk.org.publicwhip/person/19341,Tracey,Richard,http://www.wikidata.org/entity/Q7329532
uk.org.publicwhip/person/19211,Stokes,Richard,http://www.wikidata.org/entity/Q7329262
uk.org.publicwhip/person/22110,Stanley,Richard,http://www.wikidata.org/entity/Q7329218
uk.org.publicwhip/person/19066,Sharples,Richard,http://www.wikidata.org/entity/Q7328987
uk.org.publicwhip/person/19016,Sargood,Richard,http://www.wikidata.org/entity/Q7328891
uk.org.publicwhip/person/22112,Harris,Richard,http://www.wikidata.org/entity/Q7328621
uk.org.publicwhip/person/22102,Pilkington,Richard,http://www.wikidata.org/entity/Q7328435
uk.org.publicwhip/person/10469,Page,Richard,http://www.wikidata.org/entity/Q7328258
uk.org.publicwhip/person/18578,Needham,Richard,http://www.wikidata.org/entity/Q7328015
uk.org.publicwhip/person/22109,Bingham,Richard,http://www.wikidata.org/entity/Q7327666
uk.org.publicwhip/person/18109,Leonard,Richard,http://www.wikidata.org/entity/Q7327335
uk.org.publicwhip/person/17975,Kelley,Richard,http://www.wikidata.org/entity/Q7327032
uk.org.publicwhip/person/22111,Hornby,Richard,http://www.wikidata.org/entity/Q7326539
uk.org.publicwhip/person/16430,Holt,Richard,http://www.wikidata.org/entity/Q7326516
uk.org.publicwhip/person/17769,Hickmet,Richard,http://www.wikidata.org/entity/Q7326444
uk.org.publicwhip/person/17672,Harden,James,http://www.wikidata.org/entity/Q7326262
uk.org.publicwhip/person/22101,Fort,Richard,http://www.wikidata.org/entity/Q7325734
uk.org.publicwhip/person/22100,Ewart,Richard,http://www.wikidata.org/entity/Q7325564
uk.org.publicwhip/person/17073,Crawshaw,Dick,http://www.wikidata.org/entity/Q7324959
uk.org.publicwhip/person/17015,Collard,Richard,http://www.wikidata.org/entity/Q7324833
uk.org.publicwhip/person/16983,Clitherow,Richard,http://www.wikidata.org/entity/Q7324797
uk.org.publicwhip/person/22099,Buchanan,Richard,http://www.wikidata.org/entity/Q7324423
uk.org.publicwhip/person/16811,Brooman-White,Richard,http://www.wikidata.org/entity/Q7324382
uk.org.publicwhip/person/10053,Body,Richard,http://www.wikidata.org/entity/Q7324235
uk.org.publicwhip/person/14185,Adams,Harold,http://www.wikidata.org/entity/Q7323632
uk.org.publicwhip/person/14168,Acland,Richard,http://www.wikidata.org/entity/Q7323631
uk.org.publicwhip/person/22097,Morris,Rhys,http://www.wikidata.org/entity/Q7321789
uk.org.publicwhip/person/22098,Davies,Rhys,http://www.wikidata.org/entity/Q7321773
uk.org.publicwhip/person/16760,Boyson,Rhodes,http://www.wikidata.org/entity/Q7321005
uk.org.publicwhip/person/22552,Short,Renée,http://www.wikidata.org/entity/Q7313013
uk.org.publicwhip/person/19145,Sorensen,Reginald,http://www.wikidata.org/entity/Q7308870
uk.org.publicwhip/person/22094,Eyre,Reginald,http://www.wikidata.org/entity/Q7308682
uk.org.publicwhip/person/16646,Bevins,Reginald,http://www.wikidata.org/entity/Q7308604
uk.org.publicwhip/person/22095,Bennett,Reginald,http://www.wikidata.org/entity/Q7308603
uk.org.publicwhip/person/18843,Race,Reg,http://www.wikidata.org/entity/Q7307847
uk.org.publicwhip/person/22655,Robertson,Raymond,http://www.wikidata.org/entity/Q7299109
uk.org.publicwhip/person/16409,Gower,Raymond,http://www.wikidata.org/entity/Q7298808
uk.org.publicwhip/person/22585,Ellis,Raymond,http://www.wikidata.org/entity/Q7298751
uk.org.publicwhip/person/22550,Dobson,Raymond,http://www.wikidata.org/entity/Q7298717
uk.org.publicwhip/person/22090,Carter,Raymond,http://www.wikidata.org/entity/Q7298647
uk.org.publicwhip/person/21649,Blackburn,Albert,http://www.wikidata.org/entity/Q7298597
uk.org.publicwhip/person/10631,Whitney,Ray,http://www.wikidata.org/entity/Q7298285
uk.org.publicwhip/person/10485,Powell,Raymond,http://www.wikidata.org/entity/Q7297975
uk.org.publicwhip/person/18359,Mawby,Raymond,http://www.wikidata.org/entity/Q7297798
uk.org.publicwhip/person/22091,Gunter,Raymond,http://www.wikidata.org/entity/Q7297562
uk.org.publicwhip/person/22012,Fletcher,Raymond,http://www.wikidata.org/entity/Q7297483
uk.org.publicwhip/person/19362,Tuck,Raphael,http://www.wikidata.org/entity/Q7294024
uk.org.publicwhip/person/18875,Rayner,Ralph,http://www.wikidata.org/entity/Q7287997
uk.org.publicwhip/person/18506,Morley,Ralph,http://www.wikidata.org/entity/Q7287885
uk.org.publicwhip/person/22087,Howell,Ralph,http://www.wikidata.org/entity/Q7287662
uk.org.publicwhip/person/22089,Clarke,Ralph,http://www.wikidata.org/entity/Q7287346
uk.org.publicwhip/person/19726,Assheton,Ralph,http://www.wikidata.org/entity/Q7287185
uk.org.publicwhip/person/10177,Drew,David,http://www.wikidata.org/entity/Q728653
uk.org.publicwhip/person/18806,Pounder,Rafton,http://www.wikidata.org/entity/Q7282743
uk.org.publicwhip/person/24835,Jones,Graham,http://www.wikidata.org/entity/Q728202
uk.org.publicwhip/person/11581,Goldsworthy,Julia,http://www.wikidata.org/entity/Q728176
uk.org.publicwhip/person/11506,Jones,David,http://www.wikidata.org/entity/Q728167
uk.org.publicwhip/person/24758,Jones,Andrew,http://www.wikidata.org/entity/Q728119
uk.org.publicwhip/person/24895,Ainger,Nick,http://www.wikidata.org/entity/Q728063
uk.org.publicwhip/person/24803,Johnson,Gareth,http://www.wikidata.org/entity/Q727981
uk.org.publicwhip/person/10562,Squire,Rachel,http://www.wikidata.org/entity/Q7279412
uk.org.publicwhip/person/11647,Johnson,Diana R.,http://www.wikidata.org/entity/Q727933
uk.org.publicwhip/person/10312,Jenkin,Bernard,http://www.wikidata.org/entity/Q727852
uk.org.publicwhip/person/24854,Javid,Sajid,http://www.wikidata.org/entity/Q727798
uk.org.publicwhip/person/25067,Jarvis,Dan,http://www.wikidata.org/entity/Q727587
uk.org.publicwhip/person/11863,James,Siân,http://www.wikidata.org/entity/Q727410
uk.org.publicwhip/person/24876,James,Margot,http://www.wikidata.org/entity/Q727347
uk.org.publicwhip/person/11759,Ainger,Nick,http://www.wikidata.org/entity/Q727276
uk.org.publicwhip/person/22086,Dixon,Piers,http://www.wikidata.org/entity/Q7192595
uk.org.publicwhip/person/10337,Khabra,Piara S,http://www.wikidata.org/entity/Q7190233
uk.org.publicwhip/person/10564,Starkey,Phyllis,http://www.wikidata.org/entity/Q7188628
uk.org.publicwhip/person/22085,Holland,Philip,http://www.wikidata.org/entity/Q7183750
uk.org.publicwhip/person/17803,Hocking,Philip,http://www.wikidata.org/entity/Q7183740
uk.org.publicwhip/person/17551,Goodhart,Philip,http://www.wikidata.org/entity/Q7183626
uk.org.publicwhip/person/22084,Bell,Philip,http://www.wikidata.org/entity/Q7183206
uk.org.publicwhip/person/10530,Sawford,Phil,http://www.wikidata.org/entity/Q7182378
uk.org.publicwhip/person/18777,Piratin,Philip,http://www.wikidata.org/entity/Q7182276
uk.org.publicwhip/person/10287,Hope,Phil,http://www.wikidata.org/entity/Q7182018
uk.org.publicwhip/person/22081,O'Neill,Phelim,http://www.wikidata.org/entity/Q7181222
uk.org.publicwhip/person/17100,Crowder,Peter,http://www.wikidata.org/entity/Q7178722
uk.org.publicwhip/person/10615,Viggers,Peter,http://www.wikidata.org/entity/Q7177498
uk.org.publicwhip/person/19355,Trew,Peter,http://www.wikidata.org/entity/Q7177378
uk.org.publicwhip/person/19305,Thurnham,Peter,http://www.wikidata.org/entity/Q7177318
uk.org.publicwhip/person/11675,Soulsby,Peter,http://www.wikidata.org/entity/Q7177032
uk.org.publicwhip/person/19127,Smithers,Peter,http://www.wikidata.org/entity/Q7177008
uk.org.publicwhip/person/18900,Remnant,Peter,http://www.wikidata.org/entity/Q7176565
uk.org.publicwhip/person/10479,Pike,Peter,http://www.wikidata.org/entity/Q7176394
uk.org.publicwhip/person/22075,Morrison,Peter,http://www.wikidata.org/entity/Q7175955
uk.org.publicwhip/person/22077,Mills,Peter,http://www.wikidata.org/entity/Q7175897
uk.org.publicwhip/person/22078,Kirk,Peter,http://www.wikidata.org/entity/Q7175874
uk.org.publicwhip/person/22068,Mahon,Peter,http://www.wikidata.org/entity/Q7175610
uk.org.publicwhip/person/22071,Macdonald,Peter,http://www.wikidata.org/entity/Q7175587
uk.org.publicwhip/person/10366,Lloyd,Peter,http://www.wikidata.org/entity/Q7175494
uk.org.publicwhip/person/22080,Legh,Peter,http://www.wikidata.org/entity/Q7175415
uk.org.publicwhip/person/11426,Law,Peter,http://www.wikidata.org/entity/Q7175376
uk.org.publicwhip/person/10339,Kilfoyle,Peter,http://www.wikidata.org/entity/Q7175184
uk.org.publicwhip/person/22079,Jackson,Peter,http://www.wikidata.org/entity/Q7174920
uk.org.publicwhip/person/17859,Hubbard-Miles,Peter,http://www.wikidata.org/entity/Q7174764
uk.org.publicwhip/person/17827,Hordern,Peter,http://www.wikidata.org/entity/Q7174730
uk.org.publicwhip/person/25412,Heaton-Jones,Peter,http://www.wikidata.org/entity/Q7174603
uk.org.publicwhip/person/22070,Fry,Peter,http://www.wikidata.org/entity/Q7174111
uk.org.publicwhip/person/17457,Freeman,Peter,http://www.wikidata.org/entity/Q7174087
uk.org.publicwhip/person/10187,Emery,Peter,http://www.wikidata.org/entity/Q7173856
uk.org.publicwhip/person/10868,Duncan,Peter,http://www.wikidata.org/entity/Q7173765
uk.org.publicwhip/person/17192,Doig,Peter,http://www.wikidata.org/entity/Q7173689
uk.org.publicwhip/person/22649,Butler,Peter,http://www.wikidata.org/entity/Q7173099
uk.org.publicwhip/person/16827,Bruinvels,Peter,http://www.wikidata.org/entity/Q7173015
uk.org.publicwhip/person/10064,Brand,Peter,http://www.wikidata.org/entity/Q7172937
uk.org.publicwhip/person/16631,Bessell,Peter,http://www.wikidata.org/entity/Q7172808
uk.org.publicwhip/person/22073,Bennett,Peter,http://www.wikidata.org/entity/Q7172769
uk.org.publicwhip/person/22069,Baker,Peter,http://www.wikidata.org/entity/Q7172645
uk.org.publicwhip/person/22066,Wells,Percy,http://www.wikidata.org/entity/Q7167636
uk.org.publicwhip/person/19086,Shurmer,Percy,http://www.wikidata.org/entity/Q7167575
uk.org.publicwhip/person/22064,Morris,Percy,http://www.wikidata.org/entity/Q7167494
uk.org.publicwhip/person/18176,Lucas,Percy,http://www.wikidata.org/entity/Q7167465
uk.org.publicwhip/person/17819,Holman,Percy,http://www.wikidata.org/entity/Q7167398
uk.org.publicwhip/person/22240,Grieve,Percy,http://www.wikidata.org/entity/Q7167373
uk.org.publicwhip/person/17120,Daines,Percy,http://www.wikidata.org/entity/Q7167295
uk.org.publicwhip/person/17018,Collick,Percy,http://www.wikidata.org/entity/Q7167288
uk.org.publicwhip/person/22065,Browne,Percy,http://www.wikidata.org/entity/Q7167265
uk.org.publicwhip/person/16569,Barstow,Percy,http://www.wikidata.org/entity/Q7167239
uk.org.publicwhip/person/18802,Pott,Henry,http://www.wikidata.org/entity/Q7167158
uk.org.publicwhip/person/16437,Fenner,Peggy,http://www.wikidata.org/entity/Q7160658
uk.org.publicwhip/person/22063,Williams,Paul,http://www.wikidata.org/entity/Q7154402
uk.org.publicwhip/person/18967,Rose,Paul,http://www.wikidata.org/entity/Q7153319
uk.org.publicwhip/person/10331,Keetch,Paul,http://www.wikidata.org/entity/Q7151723
uk.org.publicwhip/person/22546,Hawkins,Paul,http://www.wikidata.org/entity/Q7151190
uk.org.publicwhip/person/10918,Goodman,Paul,http://www.wikidata.org/entity/Q7150945
uk.org.publicwhip/person/22062,Bryan,Paul,http://www.wikidata.org/entity/Q7149560
uk.org.publicwhip/person/19552,Wolrige-Gordon,Patrick,http://www.wikidata.org/entity/Q7147856
uk.org.publicwhip/person/22545,Wall,Patrick,http://www.wikidata.org/entity/Q7147804
uk.org.publicwhip/person/22633,Thompson,Patrick,http://www.wikidata.org/entity/Q7147733
uk.org.publicwhip/person/10456,Nicholls,Patrick,http://www.wikidata.org/entity/Q7147327
uk.org.publicwhip/person/18417,McNair-Wilson,Patrick,http://www.wikidata.org/entity/Q7147189
uk.org.publicwhip/person/10254,Hall,Patrick,http://www.wikidata.org/entity/Q7146637
uk.org.publicwhip/person/17611,Ground,Patrick,http://www.wikidata.org/entity/Q7146610
uk.org.publicwhip/person/17238,Duffy,Patrick,http://www.wikidata.org/entity/Q7146412
uk.org.publicwhip/person/17199,Donner,Patrick,http://www.wikidata.org/entity/Q7146397
uk.org.publicwhip/person/16670,Bishop,Frank,http://www.wikidata.org/entity/Q7146117
uk.org.publicwhip/person/17837,Hornsby-Smith,Patricia,http://www.wikidata.org/entity/Q7145639
uk.org.publicwhip/person/16420,Wall,Pat,http://www.wikidata.org/entity/Q7144095
uk.org.publicwhip/person/11361,Gill,Parmjit,http://www.wikidata.org/entity/Q7139215
uk.org.publicwhip/person/10597,Tipping,Paddy,http://www.wikidata.org/entity/Q7123633
